"Name","AnimalType","AgeinDays","HasName","Hour","Minute","Weekday","Day","Month","Year","TimeofDay","ColorComplexity","BreedComplexity","IsMix","SimpleBreed","SimpleColor","Intact","Sex","LifeStage"
"Libby","Dog","180",1,16,2,"5",7,"11","2014","lateday","4","13",1,"Blue Lacy","Blue",0,"Female","baby"
"Greg","Dog","300",1,13,6,"2",6,"10","2015","midday","9","20",1,"Belgian Malinois","Tan",0,"Male","baby"
"Princess","Dog","730",1,18,19,"2",4,"2","2014","lateday","11","31",1,"Rat Terrier","Brown",0,"Female","adult"
"Nameless","Dog","30",0,17,51,"6",1,"3","2014","lateday","8","13",1,"Dachshund","Blue",1,"Female","baby"
"Smokey","Dog","300",1,18,23,"4",7,"11","2013","lateday","5","32",1,"Border Terrier","Brown",0,"Male","baby"
"Nameless","Cat","21",0,17,8,"6",24,"5","2014","lateday","6","22",1,"Domestic Shorthair","Calico",1,"Female","baby"
"Ollie","Dog","30",1,16,27,"2",1,"7","2014","lateday","5","33",1,"Chihuahua Shorthair","Brown",0,"Male","baby"
"Freda","Cat","60",1,17,0,"7",12,"10","2014","lateday","5","22",1,"Domestic Shorthair","Black",0,"Female","baby"
"Piper","Dog","1825",1,18,32,"5",24,"10","2014","lateday","6","23",1,"Miniature Schnauzer","Silver",0,"Female","adult"
"Nameless","Cat","3650",0,12,15,"5",25,"9","2015","midday","11","22",1,"Domestic Shorthair","Black",1,"Female","adult"
"Nameless","Dog","180",0,17,48,"6",31,"10","2015","lateday","11","24",1,"Jack Russell Terrier","Black",0,"Male","baby"
"Nameless","Cat","30",0,11,56,"6",7,"11","2015","night","17","22",1,"Domestic Shorthair","Brown",1,"Male","baby"
"Nameless","Cat","730",0,9,0,"4",4,"6","2015","morning","5","22",1,"Domestic Shorthair","Black",3,"Unknown","adult"
"Tibby","Cat","90",1,17,23,"1",9,"11","2015","lateday","11","22",1,"Domestic Shorthair","Black",1,"Female","baby"
"Manda","Dog","2190",1,16,8,"7",26,"10","2014","lateday","11","28",1,"Great Pyrenees","White",0,"Female","adult"
"Chori","Dog","2555",1,9,19,"5",24,"10","2014","morning","11","12",1,"Pit Bull","Brown",0,"Female","adult"
"Weez","Cat","120",1,19,27,"1",21,"12","2015","lateday","17","22",1,"Domestic Shorthair","White",0,"Male","baby"
"Eagle","Cat","30",1,16,37,"7",31,"5","2015","lateday","17","22",1,"Domestic Shorthair","Brown",1,"Male","baby"
"Bingo","Dog","150",1,9,27,"4",17,"9","2015","morning","11","22",1,"Labrador Retriever","Black",0,"Male","baby"
"Nameless","Cat","60",0,17,36,"5",2,"1","2015","lateday","11","11",1,"Ragdoll","Flame",0,"Male","baby"
"Nameless","Cat","90",0,17,8,"6",12,"9","2015","lateday","11","22",1,"Domestic Shorthair","Black",0,"Female","baby"
"Nameless","Cat","21",0,12,34,"2",27,"10","2015","midday","11","22",1,"Domestic Shorthair","Brown",3,"Unknown","baby"
"Magic","Dog","730",1,17,37,"4",5,"6","2014","lateday","10","27",1,"Labrador Retriever","Blue",0,"Male","adult"
"Jon","Cat","30",1,0,0,"2",11,"8","2015","night","5","22",1,"Domestic Shorthair","Black",1,"Male","baby"
"Lola","Dog","1460",1,17,29,"2",19,"8","2014","lateday","10","20",1,"Miniature Poodle","Gray",0,"Female","adult"
"Scrappy","Dog","180",1,18,14,"4",13,"8","2015","lateday","11","12",1,"Pit Bull","Black",0,"Male","baby"
"Pikachu","Dog","60",1,17,49,"5",11,"7","2014","lateday","9","23",1,"Chihuahua Shorthair","Tan",0,"Male","baby"
"Platypus","Cat","60",1,11,59,"2",9,"6","2015","night","11","22",1,"Domestic Shorthair","Brown",0,"Male","baby"
"Kora","Dog","60",1,12,29,"6",7,"12","2013","midday","16","23",1,"Australian Shepherd","Blue",1,"Female","baby"
"Spike","Dog","2920",1,12,22,"3",17,"12","2014","midday","5","26",1,"Parson Russell Terrier","White",0,"Male","adult"
"Link Iii","Cat","30",1,8,42,"3",23,"9","2015","morning","10","11",1,"Siamese","Lynx",1,"Male","baby"
"Toby","Dog","2190",1,15,7,"7",13,"12","2015","midday","19","12",1,"Pit Bull","Black",0,"Male","adult"
"Nameless","Cat","21",0,15,34,"7",24,"8","2014","midday","5","22",1,"Domestic Shorthair","Black",1,"Male","baby"
"Capone","Dog","30",1,17,43,"5",21,"2","2014","lateday","19","24",1,"Doberman Pinsch","Black",0,"Male","baby"
"Arya","Dog","90",1,18,5,"4",23,"7","2015","lateday","11","23",1,"Chihuahua Shorthair","Black",0,"Female","baby"
"Delilah","Dog","2190",1,15,23,"7",10,"8","2014","midday","9","23",1,"Chihuahua Shorthair","Tan",0,"Female","adult"
"Nameless","Dog","270",0,18,11,"2",4,"3","2014","lateday","8","22",1,"Miniature Pinscher","Tricolor",0,"Male","baby"
"Nameless","Cat","14",0,13,7,"6",19,"7","2014","midday","11","24",1,"Domestic Medium Hair","Brown",1,"Female","baby"
"George","Dog","365",1,14,2,"5",10,"7","2015","midday","3","23",1,"Chihuahua Shorthair","Tan",0,"Male","baby"
"Nameless","Cat","365",0,9,0,"4",24,"7","2014","morning","5","22",1,"Domestic Shorthair","White",1,"Male","baby"
"Nameless","Dog","5840",0,12,58,"3",23,"12","2015","midday","12","19",0,"Chihuahua Shorthair","White",3,"Unknown","adult"
"Radar","Cat","4745",1,16,38,"6",15,"11","2014","lateday","11","18",0,"Domestic Shorthair","Black",0,"Male","adult"
"Shwayze","Dog","1095",1,13,11,"5",27,"6","2014","midday","13","13",1,"Catahoula","Brown",0,"Male","adult"
"Gizmo","Dog","1095",1,17,26,"6",17,"1","2015","lateday","9","24",1,"Lhasa Apso","Tan",0,"Male","adult"
"Gigglez","Cat","60",1,18,41,"1",11,"11","2013","lateday","11","22",1,"Domestic Shorthair","Black",0,"Female","baby"
"Jasmine","Dog","300",1,13,49,"6",28,"3","2015","midday","5","9",1,"Boxer","Brown",0,"Female","baby"
"Tank Girl","Dog","730",1,15,36,"5",28,"8","2015","midday","3","19",1,"Chinese Sharpei","Tan",0,"Female","adult"
"Nameless","Cat","14",0,14,49,"3",22,"7","2015","midday","6","22",1,"Domestic Shorthair","Tortie",1,"Female","baby"
"Lyric","Cat","90",1,9,16,"3",22,"7","2015","morning","10","22",1,"Domestic Shorthair","Blue",0,"Female","baby"
"Jazz","Dog","365",1,17,18,"7",23,"11","2014","lateday","19","15",1,"Plott Hound","Brown",0,"Female","baby"
"Nameless","Dog","60",0,16,36,"7",13,"9","2015","lateday","4","36",1,"Yorkshire Terrier","Gray",1,"Male","baby"
"Dexter","Dog","60",1,15,48,"4",13,"11","2014","midday","3","18",1,"Border Terrier","Tan",1,"Male","baby"
"Oscar","Dog","60",1,17,46,"7",22,"3","2015","lateday","8","17",1,"Redbone Hound","Tricolor",0,"Male","baby"
"Rain","Dog","1095",1,17,2,"5",22,"11","2013","lateday","8","22",1,"Chihuahua Longhair","Tricolor",0,"Male","adult"
"Bleu","Dog","210",1,16,23,"2",31,"12","2013","lateday","15","18",1,"Chesa Bay Retr","Chocolate",0,"Male","baby"
"Trixie","Dog","330",1,16,26,"2",27,"1","2015","lateday","6","22",1,"Labrador Retriever","Yellow",0,"Female","baby"
"Grey","Dog","1095",1,12,45,"4",7,"11","2013","midday","11","21",1,"Queensland Heeler","Black",0,"Female","adult"
"Lyle","Dog","730",1,13,16,"2",21,"10","2014","midday","11","30",1,"Australian Cattle Dog","Black",0,"Male","adult"
"Hamilton","Cat","60",1,14,3,"4",26,"6","2014","midday","17","22",1,"Domestic Shorthair","Brown",0,"Male","baby"
"Luna","Dog","2555",1,11,20,"1",17,"2","2014","night","11","25",1,"Labrador Retriever","Black",0,"Female","adult"
"Juno","Dog","730",1,17,13,"5",5,"12","2014","lateday","11","12",1,"Pit Bull","Brown",0,"Female","adult"
"Basil","Cat","60",1,17,58,"1",8,"12","2014","lateday","5","22",1,"Domestic Shorthair","Black",0,"Male","baby"
"Nameless","Cat","365",0,9,0,"4",4,"12","2014","morning","10","22",1,"Domestic Shorthair","Blue",1,"Male","baby"
"Ned","Dog","730",1,19,0,"6",12,"10","2013","lateday","9","28",1,"Labrador Retriever","Red",0,"Male","adult"
"Maya","Dog","120",1,14,9,"2",4,"2","2014","midday","11","12",1,"Pit Bull","Brown",0,"Female","baby"
"China","Dog","1460",1,16,20,"2",19,"8","2014","lateday","9","35",1,"American Pit Bull Terrier","White",0,"Female","adult"
"Spooky","Cat","90",1,13,34,"6",3,"1","2015","midday","5","21",1,"Domestic Longhair","Black",0,"Female","baby"
"Moira","Cat","60",1,12,31,"1",16,"12","2013","midday","11","22",1,"Domestic Shorthair","Brown",0,"Female","baby"
"Willie","Dog","730",1,13,24,"7",1,"2","2015","midday","13","9",1,"Boxer","Brown",0,"Male","adult"
"Link","Dog","1460",1,13,37,"6",12,"9","2015","midday","9","13",1,"Dachshund","White",0,"Male","adult"
"Chinchilla","Cat","60",1,8,10,"1",28,"12","2015","morning","6","22",1,"Domestic Shorthair","Torbie",0,"Female","baby"
"Nameless","Cat","14",0,16,5,"7",16,"3","2014","lateday","6","22",1,"Domestic Shorthair","Tortie",1,"Female","baby"
"Toby","Dog","730",1,17,57,"5",17,"1","2014","lateday","14","46",1,"Australian Cattle Dog","White",0,"Male","adult"
"Nameless","Dog","120",0,15,45,"5",7,"3","2014","midday","15","12",1,"Pit Bull","Chocolate",1,"Female","baby"
"Nameless","Cat","90",0,9,0,"7",1,"11","2015","morning","10","22",1,"Domestic Shorthair","Blue",1,"Male","baby"
"Nameless","Cat","90",0,13,27,"2",5,"1","2016","midday","18","22",1,"Domestic Shorthair","Orange",1,"Male","baby"
"Nameless","Cat","7",0,13,7,"1",18,"5","2015","midday","16","22",1,"Domestic Shorthair","Blue",3,"Unknown","baby"
"Ava","Dog","1095",1,17,37,"2",21,"7","2015","lateday","13","15",1,"Plott Hound","Brown",0,"Female","adult"
"Tucker","Dog","150",1,17,17,"6",30,"11","2013","lateday","9","34",1,"Labrador Retriever","Tan",0,"Male","baby"
"Nameless","Dog","210",0,18,35,"4",17,"9","2015","lateday","9","23",1,"Flat Coat Retriever","Chocolate",0,"Female","baby"
"Kyra","Cat","28",1,9,20,"5",19,"6","2015","morning","6","22",1,"Domestic Shorthair","Tortie",1,"Female","baby"
"Fallon","Dog","60",1,16,52,"5",3,"4","2015","lateday","11","22",1,"Labrador Retriever","Black",0,"Female","baby"
"Nameless","Cat","365",0,9,0,"1",20,"10","2014","morning","5","22",1,"Domestic Shorthair","Black",1,"Male","baby"
"Nameless","Dog","60",0,17,53,"6",19,"10","2013","lateday","11","7",1,"Pug","Brown",0,"Female","baby"
"Star","Dog","1095",1,17,18,"4",6,"2","2014","lateday","15","23",1,"Chihuahua Shorthair","White",0,"Female","adult"
"Cane","Dog","365",1,14,55,"5",30,"1","2015","midday","11","20",1,"American Bulldog","White",0,"Male","baby"
"Paisley","Dog","60",1,11,23,"4",13,"11","2014","night","11","22",1,"Labrador Retriever","Black",0,"Female","baby"
"Rye","Cat","28",1,11,52,"2",3,"11","2015","night","16","22",1,"Domestic Shorthair","Blue",1,"Male","baby"
"Nameless","Cat","30",0,14,36,"3",3,"6","2015","midday","5","22",1,"Domestic Shorthair","Black",1,"Male","baby"
"Coco","Dog","150",1,17,11,"2",12,"8","2014","lateday","5","24",1,"Jack Russell Terrier","White",0,"Male","baby"
"Buddah","Dog","120",1,16,18,"5",26,"6","2015","lateday","11","31",1,"Wirehaired Pointing Griffon","Black",0,"Male","baby"
"Nameless","Cat","120",0,9,0,"7",19,"7","2015","morning","11","22",1,"Domestic Shorthair","Brown",1,"Female","baby"
"Nameless","Cat","365",0,13,19,"3",12,"8","2015","midday","11","22",1,"Domestic Shorthair","Brown",1,"Female","baby"
"Mittens","Cat","1095",1,17,4,"1",4,"5","2015","lateday","11","22",1,"Domestic Shorthair","Black",0,"Female","adult"
"Pookie Bear","Cat","2555",1,10,36,"3",4,"11","2015","morning","5","21",1,"Domestic Longhair","Black",0,"Male","adult"
"Nameless","Cat","1095",0,9,0,"2",14,"4","2015","morning","12","22",1,"Domestic Shorthair","Orange",1,"Male","adult"
"Tina","Cat","730",1,16,24,"2",11,"8","2015","lateday","17","22",1,"Domestic Shorthair","Brown",0,"Female","adult"
"Shadow","Dog","1095",1,11,42,"4",26,"3","2015","night","11","17",1,"Border Collie","Black",0,"Female","adult"
"Mr. Pepper","Dog","730",1,13,26,"2",17,"6","2014","midday","9","34",1,"French Bulldog","Black",0,"Male","adult"
"Vincent","Dog","300",1,16,15,"2",20,"1","2015","lateday","5","19",1,"German Shepherd","Black",0,"Male","baby"
"Oliver","Cat","60",1,17,11,"1",3,"8","2015","lateday","18","22",1,"Domestic Shorthair","Orange",0,"Male","baby"
"Mystery","Dog","3650",1,18,52,"7",9,"8","2015","lateday","9","13",1,"Greyhound","Tan",0,"Female","adult"
"Nameless","Cat","2920",0,19,0,"1",5,"1","2015","lateday","5","24",1,"Domestic Medium Hair","White",1,"Female","adult"
"Eddie","Dog","3650",1,17,30,"1",10,"3","2014","lateday","5","23",1,"Pug","Cream",0,"Male","adult"
"Truman","Dog","1825",1,16,46,"5",27,"12","2013","lateday","11","23",1,"Pug","Brown",0,"Male","adult"
"Nameless","Cat","150",0,9,0,"2",28,"7","2015","morning","4","22",1,"Domestic Shorthair","Blue",1,"Male","baby"
"Ruxpin","Dog","4380",1,11,8,"7",18,"5","2014","night","5","23",1,"Flat Coat Retriever","Black",1,"Female","adult"
"Telli","Dog","730",1,13,56,"1",30,"11","2015","midday","19","19",1,"German Shepherd","Black",0,"Female","adult"
"Nameless","Dog","730",0,11,6,"5",1,"11","2013","night","9","12",1,"Pit Bull","Red",1,"Female","adult"
"Izzy","Cat","365",1,14,38,"3",18,"12","2013","midday","10","22",1,"Domestic Shorthair","Blue",0,"Female","baby"
"Nameless","Dog","60",0,18,21,"3",18,"12","2013","lateday","11","22",1,"Labrador Retriever","Black",0,"Male","baby"
"Cleo","Dog","60",1,18,36,"3",23,"7","2014","lateday","9","22",1,"Chihuahua Longhair","Sable",0,"Female","baby"
"Major","Dog","2190",1,17,9,"2",21,"7","2015","lateday","11","30",0,"American Staffordshire Terrier","Brown",0,"Male","adult"
"Nameless","Cat","730",0,17,28,"5",6,"12","2013","lateday","12","22",1,"Domestic Shorthair","Orange",3,"Unknown","adult"
"Meerka","Cat","60",1,13,32,"7",24,"11","2013","midday","4","22",1,"Domestic Shorthair","Blue",1,"Female","baby"
"Nameless","Dog","2555",0,17,31,"6",20,"2","2016","lateday","11","22",1,"Chihuahua Longhair","Brown",0,"Male","adult"
"Max","Cat","60",1,14,38,"4",3,"7","2014","midday","17","24",1,"Domestic Medium Hair","Brown",1,"Male","baby"
"Tres","Cat","120",1,13,34,"4",21,"11","2013","midday","18","22",1,"Domestic Shorthair","Orange",0,"Male","baby"
"Gilda","Dog","330",1,18,54,"3",9,"10","2013","lateday","11","26",1,"Pointer","White",0,"Female","baby"
"Keller","Dog","730",1,15,30,"4",9,"4","2015","midday","9","19",0,"Australian Shepherd","Red",0,"Female","adult"
"Jay","Dog","90",1,15,14,"3",24,"6","2015","midday","11","12",1,"Pit Bull","White",1,"Female","baby"
"Peabody","Dog","1095",1,11,50,"4",22,"5","2014","night","5","23",1,"Chihuahua Shorthair","Cream",0,"Male","adult"
"Nameless","Cat","28",0,13,47,"4",8,"10","2015","midday","11","22",1,"Domestic Shorthair","Brown",1,"Male","baby"
"Squirt","Cat","60",1,11,12,"7",17,"5","2015","night","12","8",1,"Manx","Orange",0,"Male","baby"
"Angel","Dog","1460",1,18,8,"5",11,"10","2013","lateday","11","13",1,"Dachshund","Black",0,"Female","adult"
"Koala","Cat","60",1,12,23,"3",24,"6","2015","midday","11","22",1,"Domestic Shorthair","Black",0,"Female","baby"
"Aspen","Cat","90",1,10,18,"4",22,"5","2014","morning","12","22",1,"Domestic Shorthair","Orange",0,"Male","baby"
"Louise","Dog","30",1,13,4,"5",25,"4","2014","midday","3","33",1,"Cairn Terrier","Tan",1,"Female","baby"
"Holly","Cat","30",1,16,14,"3",18,"12","2013","lateday","6","22",1,"Domestic Shorthair","Tortie",1,"Female","baby"
"Nameless","Dog","300",0,16,38,"1",29,"9","2014","lateday","5","31",1,"Soft Coated Wheaten Terrier","Cream",0,"Male","baby"
"Nameless","Dog","180",0,13,26,"7",28,"12","2014","midday","9","10",1,"Beagle","Tan",1,"Male","baby"
"Patches","Dog","270",1,15,28,"5",9,"1","2015","midday","11","19",1,"English Pointer","White",0,"Female","baby"
"Winston","Dog","3650",1,17,28,"6",4,"10","2014","lateday","11","27",1,"St. Bernard Smooth Coat","White",1,"Male","adult"
"Albert","Dog","120",1,11,12,"5",21,"11","2014","night","9","12",1,"Pit Bull","Tan",0,"Male","baby"
"Nameless","Dog","60",0,12,13,"6",17,"5","2014","midday","14","36",1,"German Shepherd","Tricolor",0,"Male","baby"
"Boots","Dog","4380",1,15,12,"4",7,"5","2015","midday","3","22",1,"Chihuahua Longhair","Tan",1,"Male","adult"
"Pils","Cat","730",1,14,49,"5",18,"12","2015","midday","6","22",1,"Domestic Shorthair","Calico",0,"Female","adult"
"Lacey 3","Dog","730",1,12,11,"3",3,"6","2015","midday","8","12",1,"Shih Tzu","Tricolor",0,"Female","adult"
"Hogan","Cat","3285",1,17,7,"7",19,"1","2014","lateday","11","22",1,"Domestic Shorthair","Brown",0,"Male","adult"
"Tona","Dog","2920",1,11,59,"7",21,"6","2015","night","4","20",1,"Miniature Poodle","Buff",0,"Female","adult"
"Aria","Dog","365",1,14,51,"7",24,"8","2014","midday","11","22",1,"Labrador Retriever","Black",0,"Female","baby"
"Clifford","Dog","60",1,15,18,"6",30,"5","2015","midday","11","16",1,"Newfoundland","Black",1,"Male","baby"
"Nameless","Dog","240",0,13,46,"4",17,"4","2014","midday","11","21",1,"Queensland Heeler","White",1,"Female","baby"
"Caramel","Cat","60",1,17,46,"6",8,"11","2014","lateday","18","22",1,"Domestic Shorthair","Orange",0,"Female","baby"
"Bluebell","Dog","730",1,18,8,"4",9,"10","2014","lateday","11","12",1,"Pit Bull","Brown",0,"Female","adult"
"Lucy","Dog","1095",1,17,59,"2",12,"8","2014","lateday","5","23",1,"Chihuahua Shorthair","Brown",1,"Female","adult"
"Rebbie","Cat","30",1,8,45,"6",5,"9","2015","morning","4","21",1,"Domestic Longhair","Blue",1,"Male","baby"
"Max","Dog","730",1,17,38,"7",27,"4","2014","lateday","9","23",1,"Chihuahua Shorthair","White",0,"Male","adult"
"Miles","Dog","730",1,12,25,"6",14,"2","2015","midday","5","22",1,"Labrador Retriever","Brown",0,"Male","adult"
"Nameless","Cat","300",0,9,0,"2",16,"6","2015","morning","11","22",1,"Domestic Shorthair","Brown",1,"Female","baby"
"Buddy","Dog","4380",1,14,13,"3",20,"5","2015","midday","9","20",1,"Rottweiler","Black",0,"Male","adult"
"Molly Blue","Dog","365",1,13,6,"4",19,"12","2013","midday","11","17",1,"Border Collie","Black",0,"Female","baby"
"Nameless","Dog","4380",0,15,8,"5",5,"2","2016","midday","11","28",1,"Labrador Retriever","Black",1,"Female","adult"
"Nameless","Cat","7",0,19,1,"2",29,"9","2015","lateday","17","22",1,"Domestic Shorthair","Brown",1,"Male","baby"
"Ranger","Dog","90",1,14,43,"6",26,"7","2014","midday","11","21",1,"Pointer","Black",0,"Male","baby"
"Dumpling","Dog","3650",1,11,37,"1",9,"3","2015","night","4","14",1,"Lhasa Apso","Buff",1,"Female","adult"
"Aj","Dog","365",1,16,18,"4",23,"4","2015","lateday","11","22",1,"Labrador Retriever","Black",0,"Male","baby"
"Nameless","Cat","7",0,13,22,"2",23,"9","2014","midday","6","22",1,"Domestic Shorthair","Torbie",1,"Female","baby"
"Nameless","Dog","90",0,20,2,"4",24,"7","2014","night","11","17",1,"Border Collie","Black",0,"Female","baby"
"Kitty","Dog","1095",1,12,15,"3",29,"4","2015","midday","11","31",1,"Miniature Poodle","Black",1,"Female","adult"
"Lana","Dog","1095",1,12,46,"5",6,"11","2015","midday","5","22",1,"Chihuahua Longhair","White",1,"Female","adult"
"Munchies","Dog","730",1,11,1,"7",15,"2","2015","night","11","12",1,"Pit Bull","Brown",1,"Male","adult"
"Chip","Dog","2555",1,13,59,"2",6,"10","2015","midday","5","23",1,"Miniature Schnauzer","Black",0,"Male","adult"
"Blue","Cat","90",1,18,5,"6",18,"10","2014","lateday","4","24",1,"Domestic Medium Hair","Blue",0,"Male","baby"
"Lilly","Dog","730",1,15,46,"3",17,"6","2015","midday","10","12",1,"Pit Bull","White",0,"Female","adult"
"Essie","Dog","730",1,16,16,"7",6,"7","2014","lateday","9","9",1,"Feist","Tan",0,"Female","adult"
"Twizzler","Dog","730",1,10,39,"4",27,"3","2014","morning","3","23",1,"Chihuahua Shorthair","Red",0,"Male","adult"
"Nameless","Dog","60",0,17,33,"2",28,"1","2014","lateday","11","23",1,"Chow Chow","Black",0,"Male","baby"
"Nameless","Cat","90",0,13,16,"3",9,"10","2013","midday","11","22",1,"Domestic Shorthair","White",0,"Male","baby"
"Magic","Cat","365",1,11,39,"6",8,"2","2014","night","5","22",1,"Domestic Shorthair","Black",0,"Female","baby"
"Nameless","Cat","730",0,19,8,"7",15,"11","2015","lateday","11","22",1,"Domestic Shorthair","Brown",1,"Male","adult"
"Nameless","Cat","300",0,9,0,"2",10,"11","2015","morning","16","21",1,"Domestic Longhair","Blue",3,"Unknown","baby"
"Athena","Dog","1460",1,17,54,"2",8,"9","2015","lateday","8","10",0,"Rottweiler","Tricolor",0,"Female","adult"
"Clause","Dog","1095",1,11,17,"7",22,"11","2015","night","5","23",1,"Chihuahua Shorthair","Brown",0,"Male","adult"
"Nameless","Dog","90",0,17,12,"2",21,"1","2014","lateday","15","22",1,"Miniature Pinscher","Chocolate",0,"Female","baby"
"Nameless","Cat","14",0,18,41,"6",16,"5","2015","lateday","12","22",1,"Domestic Shorthair","Orange",3,"Unknown","baby"
"Major","Dog","365",1,14,52,"5",27,"3","2015","midday","4","34",1,"American Staffordshire Terrier","Fawn",0,"Male","baby"
"Juicy","Dog","2190",1,14,14,"7",15,"2","2015","midday","5","21",1,"Carolina Dog","Brown",0,"Female","adult"
"Fuzz","Cat","2920",1,11,2,"4",2,"10","2014","night","5","22",1,"Domestic Shorthair","Black",0,"Female","adult"
"Bosco","Dog","730",1,17,48,"6",5,"4","2014","lateday","15","23",1,"Chihuahua Shorthair","Chocolate",0,"Male","adult"
"Samantha","Dog","730",1,11,6,"3",4,"3","2015","night","5","22",1,"Labrador Retriever","Black",0,"Female","adult"
"Kida","Dog","365",1,18,19,"6",30,"1","2016","lateday","9","25",1,"Australian Cattle Dog","Red",0,"Female","baby"
"Lizzie","Dog","90",1,13,45,"7",16,"2","2014","midday","11","28",1,"Catahoula","White",0,"Female","baby"
"Nameless","Cat","730",0,15,24,"3",29,"1","2014","midday","4","22",1,"Domestic Shorthair","Blue",1,"Male","adult"
"Nameless","Dog","28",0,11,40,"5",13,"12","2013","night","8","23",1,"Chihuahua Shorthair","Tricolor",1,"Female","baby"
"Max","Cat","2555",1,15,47,"5",26,"12","2014","midday","11","11",1,"Persian","Brown",0,"Male","adult"
"Vaughn","Cat","30",1,18,10,"2",26,"5","2015","lateday","4","22",1,"Domestic Shorthair","Blue",1,"Male","baby"
"Capulin","Dog","3650",1,18,43,"4",16,"10","2014","lateday","5","22",1,"Labrador Retriever","Black",0,"Male","adult"
"Buddy","Dog","365",1,18,46,"3",13,"8","2014","lateday","11","31",1,"Soft Coated Wheaten Terrier","Cream",0,"Male","baby"
"Betty","Dog","730",1,18,22,"6",5,"10","2013","lateday","10","17",1,"Staffordshire","Blue",0,"Female","adult"
"Buda","Dog","1095",1,0,0,"1",25,"1","2016","night","3","13",1,"Dachshund","Red",1,"Male","adult"
"Smokey","Cat","4745",1,19,17,"7",29,"11","2015","lateday","12","22",1,"Domestic Shorthair","Silver",0,"Male","adult"
"Felipe","Dog","365",1,17,48,"2",16,"9","2014","lateday","5","23",1,"Chihuahua Shorthair","Brown",0,"Male","baby"
"Dinero","Dog","365",1,11,49,"2",25,"3","2014","night","16","20",1,"American Bulldog","Blue",1,"Male","baby"
"Lucy","Dog","365",1,14,21,"7",30,"11","2014","midday","12","22",1,"Labrador Retriever","Yellow",0,"Female","baby"
"Nameless","Dog","240",0,18,49,"1",10,"8","2015","lateday","5","31",1,"Soft Coated Wheaten Terrier","Brown",0,"Male","baby"
"Princess","Dog","240",1,14,48,"5",21,"8","2015","midday","9","23",1,"Chihuahua Shorthair","Red",0,"Female","baby"
"Lilly","Cat","60",1,17,43,"5",11,"7","2014","lateday","11","24",1,"Domestic Medium Hair","Black",1,"Female","baby"
"Edie","Dog","2190",1,16,43,"7",16,"2","2014","lateday","5","19",0,"Chihuahua Shorthair","Brown",0,"Female","adult"
"Nameless","Dog","1460",0,16,48,"1",18,"8","2014","lateday","5","23",1,"Miniature Schnauzer","Black",0,"Male","adult"
"Fiona","Dog","150",1,17,34,"5",3,"7","2015","lateday","5","19",1,"German Shepherd","Sable",0,"Female","baby"
"Mabel","Cat","1825",1,14,45,"2",8,"7","2014","midday","6","22",1,"Domestic Shorthair","Calico",0,"Female","adult"
"Miles","Dog","730",1,13,8,"7",27,"9","2015","midday","5","22",1,"Labrador Retriever","Black",0,"Male","adult"
"Nameless","Dog","2",0,12,11,"6",27,"12","2014","midday","19","12",1,"Pit Bull","Brown",1,"Female","baby"
"Nameless","Dog","30",0,12,6,"3",2,"10","2013","midday","11","23",1,"Chihuahua Shorthair","White",1,"Male","baby"
"Meeper","Cat","5110",1,12,36,"6",31,"1","2015","midday","6","21",1,"Domestic Longhair","Calico",0,"Female","adult"
"Nameless","Cat","365",0,13,50,"1",20,"10","2014","midday","11","22",1,"Domestic Shorthair","Black",1,"Male","baby"
"Lydia","Cat","90",1,12,7,"3",17,"12","2014","midday","6","22",1,"Domestic Shorthair","Torbie",0,"Female","baby"
"Nameless","Cat","60",0,16,16,"6",18,"10","2014","lateday","18","22",1,"Domestic Shorthair","Orange",0,"Male","baby"
"Allie","Dog","365",1,19,0,"1",19,"10","2015","lateday","11","31",1,"Soft Coated Wheaten Terrier","White",0,"Female","baby"
"Fitz","Dog","30",1,18,12,"6",6,"2","2016","lateday","11","20",1,"Miniature Poodle","Black",0,"Male","baby"
"Nameless","Dog","1460",0,12,7,"6",13,"6","2015","midday","5","19",1,"Chinese Sharpei","Brown",1,"Female","adult"
"Nameless","Cat","150",0,9,0,"2",23,"9","2014","morning","11","22",1,"Domestic Shorthair","Brown",1,"Male","baby"
"Magnum Pi","Dog","1825",1,17,34,"5",7,"11","2014","lateday","9","14",0,"Rhod Ridgeback","Red",1,"Male","adult"
"Nameless","Dog","150",0,11,47,"1",24,"3","2014","night","11","29",1,"Pointer","White",1,"Female","baby"
"Nameless","Cat","365",0,18,53,"5",28,"2","2014","lateday","17","21",1,"Domestic Longhair","Brown",3,"Unknown","baby"
"Nameless","Cat","1095",0,9,0,"4",4,"12","2014","morning","11","11",1,"Siamese","Flame",0,"Male","adult"
"Nameless","Cat","730",0,9,0,"1",26,"10","2015","morning","10","21",1,"Domestic Longhair","Blue",3,"Unknown","adult"
"Sojo","Dog","730",1,11,19,"3",3,"6","2015","night","15","27",1,"Labrador Retriever","Chocolate",1,"Female","adult"
"Mocho","Dog","3285",1,11,17,"5",31,"1","2014","night","11","14",1,"Rottweiler","Black",0,"Female","adult"
"Grace","Dog","730",1,16,14,"7",13,"10","2013","lateday","11","22",1,"Manchester Terrier","Black",0,"Female","adult"
"Mittens","Cat","60",1,0,0,"6",29,"8","2015","night","11","22",1,"Domestic Shorthair","Black",0,"Female","baby"
