"AnimalType","AgeinDays","HasName","NameLength","Hour","Minute","Weekday","Day","Month","Year","TimeofDay","ColorComplexity","BreedComplexity","IsMix","IsSlash","SimpleBreed","SimpleColor","Intact","Sex","LifeStage","OutcomeType"
"Dog","1095",1,"6",8,34,"2",19,"5","2015","morning","11","23","yes","no","Chihuahua Shorthair","Brown","yes","Male","adult","Euthanasia"
"Dog","2555",1,"5",17,39,"7",8,"6","2014","lateday","11","22","yes","no","Labrador Retriever","Black","no","Female","adult","Return_to_owner"
"Dog","730",1,"4",14,36,"7",7,"9","2014","midday","13","12","yes","no","Pit Bull","Brown","no","Female","nearly_baby","Return_to_owner"
"Dog","210",1,"4",10,35,"4",8,"10","2015","morning","5","14","yes","no","Rottweiler","Brown","no","Male","baby","Return_to_owner"
"Dog","120",1,"9",17,35,"6",25,"4","2015","lateday","11","29","no","yes","Anatol Shepherd","Black","no","Male","baby","Adoption"
"Dog","30",0,"8",15,19,"4",16,"7","2015","midday","10","12","yes","no","Pit Bull","Blue","yes","Male","baby","Transfer"
"Dog","1095",0,"8",11,25,"6",12,"7","2014","night","5","23","yes","no","Chihuahua Shorthair","Brown","yes","Female","adult","Transfer"
"Dog","365",1,"5",13,18,"6",26,"10","2013","midday","8","35","no","yes","Australian Cattle Dog","Tricolor","no","Female","baby","Adoption"
"Dog","2190",1,"7",10,26,"1",1,"2","2016","morning","10","29","yes","no","American Pit Bull Terrier","Fawn","no","Female","adult","Euthanasia"
"Dog","1095",1,"6",16,32,"1",29,"9","2014","lateday","5","28","no","yes","Labrador Retriever","Black","no","Female","adult","Adoption"
"Dog","1095",1,"4",16,40,"1",22,"12","2014","lateday","13","17","yes","no","Presa Canario","Brown","no","Female","adult","Adoption"
"Dog","210",1,"8",13,49,"2",13,"10","2015","midday","9","42","no","yes","Australian Cattle Dog","Tan","no","Female","baby","Transfer"
"Dog","730",1,"4",18,16,"1",29,"9","2014","lateday","4","40","no","yes","Australian Cattle Dog","Buff","no","Male","nearly_baby","Return_to_owner"
"Dog","210",1,"5",11,40,"6",20,"12","2014","night","11","17","yes","no","Border Collie","Black","no","Female","baby","Transfer"
"Dog","180",1,"4",16,15,"6",8,"3","2014","lateday","11","12","yes","no","Pit Bull","Black","no","Female","baby","Adoption"
"Dog","60",1,"7",11,8,"3",25,"3","2015","night","8","23","yes","no","Chihuahua Shorthair","Tricolor","no","Male","baby","Adoption"
"Dog","730",1,"5",12,18,"6",20,"12","2014","midday","9","12","yes","no","Pit Bull","Red","yes","Male","nearly_baby","Transfer"
"Dog","30",1,"5",17,19,"5",3,"7","2015","lateday","11","21","no","yes","German Shepherd","Brown","no","Female","baby","Adoption"
"Dog","3650",1,"7",16,31,"4",21,"8","2014","lateday","5","23","yes","no","Chihuahua Shorthair","Brown","yes","Male","adult","Transfer"
"Dog","1460",1,"7",15,22,"6",10,"10","2015","midday","11","23","yes","no","Chihuahua Shorthair","Brown","no","Female","adult","Adoption"
"Dog","365",1,"5",12,35,"1",21,"12","2015","midday","9","23","yes","no","Chihuahua Shorthair","Tan","no","Male","baby","Adoption"
"Dog","240",1,"5",18,12,"6",28,"12","2013","lateday","11","38","no","yes","Manchester Terrier","Brown","yes","Female","baby","Transfer"
"Dog","1460",1,"7",12,8,"6",18,"4","2015","midday","11","15","no","no","German Shepherd","Black","no","Female","adult","Return_to_owner"
"Dog","1825",1,"5",18,26,"6",26,"12","2015","lateday","8","32","no","yes","Labrador Retriever","Tricolor","no","Female","adult","Return_to_owner"
"Dog","2190",1,"7",14,36,"7",21,"6","2015","midday","5","21","yes","no","Yorkshire Terrier","Brown","no","Female","adult","Return_to_owner"
"Dog","90",0,"8",13,51,"4",27,"11","2014","midday","10","12","yes","no","Pit Bull","Blue","yes","Female","baby","Euthanasia"
"Dog","365",1,"7",13,55,"3",13,"8","2014","midday","11","33","no","yes","Siberian Husky","Black","no","Male","baby","Adoption"
"Dog","730",0,"8",10,28,"4",4,"6","2015","morning","11","23","yes","no","Chihuahua Shorthair","Brown","yes","Male","nearly_baby","Euthanasia"
"Dog","300",1,"6",18,29,"5",19,"6","2015","lateday","5","40","no","yes","Chihuahua Shorthair","Black","no","Male","baby","Adoption"
"Dog","90",1,"4",18,36,"5",28,"8","2015","lateday","5","22","yes","no","Labrador Retriever","Black","yes","Female","baby","Return_to_owner"
"Dog","60",0,"8",16,20,"2",19,"1","2016","lateday","11","22","yes","no","Labrador Retriever","White","yes","Male","baby","Transfer"
"Dog","300",1,"5",17,20,"4",4,"12","2014","lateday","11","22","yes","no","Labrador Retriever","Black","no","Male","baby","Transfer"
"Dog","1460",0,"8",15,6,"5",19,"12","2014","midday","10","21","yes","no","Yorkshire Terrier","White","no","Male","adult","Adoption"
"Dog","1825",1,"5",16,6,"5",27,"12","2013","lateday","9","19","no","no","Chihuahua Shorthair","Tan","no","Male","adult","Transfer"
"Dog","2555",1,"6",14,39,"2",11,"2","2014","midday","10","8","no","no","Shih Tzu","Gray","no","Male","adult","Transfer"
"Dog","60",1,"4",19,23,"6",27,"6","2015","lateday","11","23","yes","no","Chihuahua Shorthair","White","no","Female","baby","Adoption"
"Dog","7",0,"8",13,45,"5",19,"6","2015","midday","10","30","no","no","American Staffordshire Terrier","Fawn","yes","Male","baby","Transfer"
"Dog","365",1,"5",11,59,"6",18,"10","2014","night","11","14","yes","no","Great Dane","Black","no","Female","baby","Adoption"
"Dog","150",1,"6",14,23,"5",20,"3","2015","midday","3","23","yes","no","Chihuahua Shorthair","Tan","no","Female","baby","Adoption"
"Dog","730",1,"3",16,50,"6",28,"11","2015","lateday","11","12","yes","no","Pit Bull","White","no","Female","nearly_baby","Adoption"
"Dog","2920",1,"6",17,31,"1",29,"6","2015","lateday","11","22","yes","no","Miniature Pinscher","Black","no","Male","adult","Adoption"
"Dog","365",1,"4",18,29,"2",8,"12","2015","lateday","9","15","yes","no","Rat Terrier","Black","no","Female","baby","Adoption"
"Dog","1460",0,"8",14,56,"1",17,"3","2014","midday","5","27","no","no","Soft Coated Wheaten Terrier","Cream","no","Male","adult","Transfer"
"Dog","4745",1,"8",13,5,"6",7,"6","2014","midday","4","37","no","yes","Yorkshire Terrier","Gray","no","Female","adult","Return_to_owner"
"Dog","1095",1,"5",12,48,"3",23,"10","2013","midday","10","18","yes","no","Siberian Husky","Gray","no","Male","adult","Return_to_owner"
"Dog","270",1,"3",13,23,"7",25,"1","2015","midday","10","12","yes","no","Pit Bull","White","no","Female","baby","Adoption"
"Dog","1095",1,"5",11,33,"1",28,"7","2014","night","5","19","yes","no","Chinese Crested","White","no","Female","adult","Return_to_owner"
"Dog","2190",1,"4",13,28,"1",11,"1","2016","midday","5","10","no","no","Cane Corso","Black","no","Female","adult","Return_to_owner"
"Dog","30",1,"5",17,46,"1",16,"6","2014","lateday","15","24","yes","no","Jack Russell Terrier","Chocolate","no","Female","baby","Adoption"
"Dog","5840",1,"9",11,38,"5",13,"11","2015","night","4","29","no","yes","Chihuahua Shorthair","Buff","no","Female","adult","Return_to_owner"
"Dog","330",1,"5",17,26,"3",23,"10","2013","lateday","10","12","yes","no","Pit Bull","Fawn","no","Male","baby","Return_to_owner"
"Dog","730",1,"4",16,41,"6",6,"2","2016","lateday","11","22","yes","no","Labrador Retriever","Black","no","Male","nearly_baby","Return_to_owner"
"Dog","730",1,"7",17,20,"7",13,"12","2015","lateday","4","23","yes","no","Chihuahua Shorthair","Buff","no","Male","nearly_baby","Adoption"
"Dog","730",1,"4",16,10,"1",8,"2","2016","lateday","11","19","yes","yes","Black","Black","yes","Male","nearly_baby","Adoption"
"Dog","120",0,"8",17,27,"5",17,"10","2014","lateday","8","22","yes","no","Manchester Terrier","Tricolor","no","Female","baby","Transfer"
"Dog","1095",1,"8",11,3,"4",16,"4","2015","night","8","23","yes","no","Chihuahua Shorthair","Tricolor","no","Female","adult","Return_to_owner"
"Dog","210",1,"5",17,48,"3",21,"5","2014","lateday","11","30","no","yes","Jack Russell Terrier","White","no","Male","baby","Adoption"
"Dog","1825",1,"4",16,11,"2",6,"1","2015","lateday","16","23","yes","no","Australian Shepherd","Blue","no","Male","adult","Return_to_owner"
"Dog","1460",1,"5",12,35,"1",16,"2","2015","midday","14","12","no","no","Basset Hound","White","no","Male","adult","Return_to_owner"
"Dog","2920",1,"5",16,27,"2",18,"2","2014","lateday","9","20","yes","no","American Bulldog","White","no","Female","adult","Return_to_owner"
"Dog","120",0,"8",18,16,"7",11,"10","2015","lateday","13","28","yes","no","German Shorthair Pointer","Brown","no","Female","baby","Adoption"
"Dog","730",1,"5",14,28,"5",3,"1","2014","midday","4","23","yes","no","Chihuahua Shorthair","Buff","no","Male","nearly_baby","Adoption"
"Dog","60",1,"8",21,19,"5",22,"1","2016","night","20","19","yes","no","English Pointer","Tricolor","no","Male","baby","Adoption"
"Dog","60",1,"6",17,55,"2",19,"8","2014","lateday","11","22","yes","no","Labrador Retriever","Black","no","Female","baby","Adoption"
"Dog","330",1,"7",13,29,"7",13,"7","2014","midday","10","23","yes","no","Miniature Schnauzer","Black","no","Male","baby","Adoption"
"Dog","730",1,"3",11,35,"2",29,"4","2014","night","9","8","yes","no","Pbgv","White","no","Male","nearly_baby","Return_to_owner"
"Dog","730",1,"6",12,45,"1",1,"9","2014","midday","4","12","yes","no","Pit Bull","Blue","yes","Male","nearly_baby","Euthanasia"
"Dog","180",1,"5",14,48,"1",1,"9","2014","midday","19","35","no","yes","Border Collie","Brown","no","Male","baby","Adoption"
"Dog","1460",1,"3",12,44,"5",3,"4","2015","midday","5","29","no","yes","Chihuahua Shorthair","Black","no","Female","adult","Adoption"
"Dog","365",1,"5",16,3,"2",29,"9","2015","lateday","9","12","yes","no","Pit Bull","Tan","no","Female","baby","Adoption"
"Dog","365",0,"8",12,3,"1",16,"6","2014","midday","13","23","yes","no","Chihuahua Shorthair","Brown","no","Male","baby","Transfer"
"Dog","365",0,"8",18,22,"6",22,"2","2014","lateday","11","13","yes","no","Dachshund","Brown","no","Male","baby","Transfer"
"Dog","730",0,"8",14,52,"6",25,"4","2015","midday","3","23","yes","no","Chihuahua Shorthair","Tan","no","Male","nearly_baby","Transfer"
"Dog","365",1,"5",12,42,"2",10,"11","2015","midday","11","26","no","yes","Pit Bull","White","no","Female","baby","Adoption"
"Dog","2920",1,"7",15,52,"2",23,"6","2015","midday","11","21","yes","no","Yorkshire Terrier","Black","no","Female","adult","Return_to_owner"
"Dog","210",1,"6",17,59,"7",3,"1","2016","lateday","8","23","yes","no","Chihuahua Shorthair","Tricolor","no","Male","baby","Adoption"
"Dog","60",0,"8",17,28,"2",1,"7","2014","lateday","19","21","no","no","Australian Cattle Dog","Brown","no","Female","baby","Adoption"
"Dog","365",1,"10",14,32,"6",19,"12","2015","midday","11","12","yes","no","Pit Bull","Black","yes","Male","baby","Return_to_owner"
"Dog","1095",1,"10",13,48,"3",8,"7","2015","midday","11","13","yes","no","Dachshund","Brown","no","Male","adult","Return_to_owner"
"Dog","30",1,"5",18,28,"7",26,"7","2015","lateday","11","23","yes","no","Chihuahua Shorthair","Brown","no","Female","baby","Adoption"
"Dog","60",0,"8",11,8,"6",31,"1","2015","night","5","34","no","yes","Labrador Retriever","Black","no","Male","baby","Transfer"
"Dog","240",1,"4",14,21,"6",28,"11","2015","midday","9","29","no","yes","Alaskan Husky","Black","no","Male","baby","Transfer"
"Dog","730",1,"6",18,18,"1",2,"6","2014","lateday","11","25","no","yes","Beagle","Black","no","Male","nearly_baby","Adoption"
"Dog","210",1,"6",18,23,"1",23,"12","2013","lateday","9","22","yes","no","Dachshund Longhair","Tan","yes","Male","baby","Transfer"
"Dog","730",0,"8",18,25,"4",8,"1","2015","lateday","11","23","no","yes","Border Terrier","White","no","Male","nearly_baby","Adoption"
"Dog","730",1,"6",17,43,"2",17,"6","2014","lateday","5","13","yes","no","Chow Chow","Brown","no","Male","nearly_baby","Return_to_owner"
"Dog","60",0,"8",12,20,"5",7,"11","2014","midday","11","19","yes","no","German Shepherd","Sable","yes","Male","baby","Transfer"
"Dog","60",1,"4",0,0,"7",31,"1","2016","night","11","17","yes","no","Border Collie","Black","no","Female","baby","Transfer"
"Dog","365",1,"6",13,39,"5",23,"1","2015","midday","9","40","no","yes","Chihuahua Shorthair","Red","yes","Male","baby","Transfer"
"Dog","1460",0,"8",11,32,"6",21,"12","2013","night","11","21","yes","no","Queensland Heeler","Black","yes","Male","adult","Euthanasia"
"Dog","730",1,"5",16,49,"7",20,"12","2015","lateday","3","28","no","yes","Labrador Retriever","Red","no","Female","nearly_baby","Return_to_owner"
"Dog","60",1,"4",17,44,"2",4,"11","2014","lateday","3","22","yes","no","Labrador Retriever","Red","no","Female","baby","Adoption"
"Dog","1460",1,"5",17,46,"6",24,"1","2015","lateday","5","18","yes","no","Siberian Husky","White","no","Female","adult","Return_to_owner"
"Dog","30",0,"8",13,21,"4",3,"4","2014","midday","19","12","yes","no","Pit Bull","Brown","yes","Male","baby","Transfer"
"Dog","730",1,"6",16,53,"6",26,"9","2015","lateday","10","12","yes","no","Pit Bull","White","no","Male","nearly_baby","Return_to_owner"
"Dog","1825",1,"4",18,44,"4",6,"2","2014","lateday","8","15","yes","no","Rat Terrier","Tricolor","no","Male","adult","Return_to_owner"
"Dog","730",1,"5",15,36,"1",29,"9","2014","midday","11","36","no","yes","Labrador Retriever","Black","no","Male","nearly_baby","Transfer"
"Dog","730",1,"4",11,21,"3",2,"12","2015","night","9","9","yes","no","Boxer","Red","yes","Male","nearly_baby","Return_to_owner"
"Dog","60",0,"8",13,3,"7",28,"6","2015","midday","11","28","no","yes","Dachshund","Brown","no","Male","baby","Adoption"
"Dog","730",1,"4",18,49,"1",21,"12","2015","lateday","11","18","no","yes","Dachshund","Brown","no","Female","nearly_baby","Adoption"
"Dog","365",1,"4",17,34,"2",22,"10","2013","lateday","9","12","yes","no","Pit Bull","Red","no","Male","baby","Transfer"
"Dog","5840",1,"5",12,53,"5",26,"12","2014","midday","5","12","no","no","Bichon Frise","White","no","Female","adult","Adoption"
"Dog","3650",1,"5",18,53,"3",11,"3","2015","lateday","11","14","no","no","Boston Terrier","Black","yes","Male","adult","Return_to_owner"
"Dog","1095",1,"4",17,39,"3",3,"12","2014","lateday","19","12","yes","no","Pit Bull","Black","no","Male","adult","Euthanasia"
"Dog","30",0,"8",12,52,"7",2,"8","2015","midday","11","22","yes","no","Labrador Retriever","Black","no","Male","baby","Adoption"
"Dog","365",1,"9",17,35,"6",28,"11","2015","lateday","5","22","yes","no","Labrador Retriever","Brown","no","Female","baby","Adoption"
"Dog","1825",1,"3",7,48,"5",26,"9","2014","morning","11","23","yes","no","Chihuahua Shorthair","White","no","Male","adult","Transfer"
"Dog","730",1,"8",12,58,"7",28,"12","2014","midday","4","14","yes","no","Toy Poodle","Buff","no","Male","nearly_baby","Adoption"
"Dog","1095",1,"3",14,13,"6",17,"10","2015","midday","3","14","yes","no","Pomeranian","Tan","no","Male","adult","Return_to_owner"
"Dog","730",1,"4",14,50,"7",22,"2","2015","midday","15","14","no","no","Cocker Spaniel","Chocolate","no","Female","nearly_baby","Return_to_owner"
"Dog","240",1,"8",0,0,"6",20,"6","2015","night","11","10","yes","no","Beagle","Black","yes","Female","baby","Transfer"
"Dog","365",1,"7",15,15,"3",24,"12","2014","midday","14","19","no","yes","Pit Bull","Tricolor","no","Male","baby","Adoption"
"Dog","2555",1,"8",16,45,"2",24,"3","2015","lateday","9","14","yes","no","Rottweiler","Black","no","Male","adult","Return_to_owner"
"Dog","150",1,"6",12,4,"6",16,"8","2014","midday","11","21","no","yes","Black Mouth Cur","Brown","yes","Male","baby","Transfer"
"Dog","365",1,"7",16,57,"3",15,"1","2014","lateday","11","14","yes","no","Rottweiler","Black","no","Female","baby","Adoption"
"Dog","90",0,"8",15,57,"3",25,"3","2015","midday","13","23","yes","no","Australian Shepherd","Brown","yes","Female","baby","Transfer"
"Dog","4015",1,"6",11,32,"6",22,"11","2014","night","3","15","no","no","Chinese Sharpei","Tan","no","Female","adult","Return_to_owner"
"Dog","270",1,"5",12,34,"5",19,"6","2015","midday","11","19","yes","no","German Shepherd","Brown","yes","Male","baby","Transfer"
"Dog","90",1,"5",14,0,"7",10,"1","2016","midday","11","21","no","yes","Dachshund","Brown","no","Female","baby","Return_to_owner"
"Dog","365",1,"5",0,0,"6",22,"8","2015","night","11","18","yes","no","Siberian Husky","Black","no","Male","baby","Adoption"
"Dog","60",1,"5",18,58,"5",8,"1","2016","lateday","11","29","no","yes","Chihuahua Shorthair","Black","no","Female","baby","Adoption"
"Dog","1825",1,"7",19,20,"7",22,"11","2015","lateday","8","17","yes","no","Border Collie","Tricolor","no","Male","adult","Adoption"
"Dog","60",0,"8",17,59,"2",15,"7","2014","lateday","11","27","no","yes","Labrador Retriever","Black","no","Male","baby","Adoption"
"Dog","30",1,"5",10,14,"5",21,"2","2014","morning","11","23","yes","no","Chihuahua Shorthair","Brown","yes","Male","baby","Transfer"
"Dog","3650",1,"4",10,42,"5",12,"2","2016","morning","9","12","yes","no","Pit Bull","Tan","no","Female","adult","Euthanasia"
"Dog","30",0,"8",16,24,"5",23,"5","2014","lateday","5","12","yes","no","Pit Bull","Brown","yes","Male","baby","Transfer"
"Dog","1095",1,"4",7,37,"2",10,"3","2015","morning","11","29","no","yes","Chinese Sharpei","Black","no","Male","adult","Adoption"
"Dog","7",0,"8",11,47,"1",1,"9","2014","night","11","22","yes","no","Labrador Retriever","Brown","yes","Female","baby","Transfer"
"Dog","3650",1,"4",15,51,"4",19,"2","2015","midday","11","23","yes","no","Chihuahua Shorthair","White","yes","Male","adult","Return_to_owner"
"Dog","4745",0,"8",16,52,"3",17,"6","2015","lateday","5","23","yes","no","Chihuahua Shorthair","Brown","yes","Male","adult","Euthanasia"
"Dog","120",1,"4",12,29,"4",10,"9","2015","midday","11","15","yes","no","Rat Terrier","Black","no","Female","baby","Adoption"
"Dog","1095",1,"7",16,33,"1",20,"1","2014","lateday","19","9","yes","no","Boxer","Brown","no","Male","adult","Adoption"
"Dog","365",1,"6",16,11,"7",23,"2","2014","lateday","11","30","no","yes","Dutch Shepherd","Brown","no","Female","baby","Adoption"
"Dog","2920",1,"4",11,16,"5",8,"11","2013","night","11","20","no","yes","Staffordshire","Brown","yes","Female","adult","Transfer"
"Dog","120",1,"6",15,2,"7",12,"1","2014","midday","5","22","yes","no","Labrador Retriever","Brown","no","Male","baby","Transfer"
"Dog","120",1,"8",14,12,"2",4,"2","2014","midday","11","11","yes","no","Mastiff","White","no","Male","baby","Transfer"
"Dog","2190",1,"7",11,26,"5",17,"10","2014","night","9","22","yes","no","Labrador Retriever","Chocolate","yes","Male","adult","Return_to_owner"
"Dog","270",1,"10",16,26,"2",22,"4","2014","lateday","5","29","no","yes","Chihuahua Shorthair","Cream","no","Female","baby","Adoption"
"Dog","1825",1,"5",14,58,"2",23,"12","2014","midday","11","13","no","no","Border Collie","Black","no","Male","adult","Transfer"
"Dog","60",1,"6",17,33,"3",21,"1","2015","lateday","5","22","yes","no","Labrador Retriever","White","no","Male","baby","Transfer"
"Dog","365",1,"4",12,32,"3",11,"2","2015","midday","3","19","yes","no","German Shepherd","Tan","no","Male","baby","Transfer"
"Dog","365",1,"6",17,38,"1",25,"8","2014","lateday","8","23","yes","no","Chihuahua Shorthair","Tricolor","no","Male","baby","Adoption"
"Dog","1095",1,"4",17,1,"3",19,"2","2014","lateday","11","18","no","no","Miniature Pinscher","Black","no","Male","adult","Return_to_owner"
"Dog","28",0,"8",14,36,"3",30,"4","2014","midday","11","26","no","yes","Blue Lacy","Black","yes","Male","baby","Transfer"
"Dog","1825",1,"7",11,9,"7",27,"7","2014","night","9","20","yes","no","Miniature Poodle","White","no","Male","adult","Return_to_owner"
"Dog","4015",1,"6",13,59,"1",10,"3","2014","midday","3","19","no","no","Chihuahua Shorthair","Red","no","Female","adult","Return_to_owner"
"Dog","3285",1,"6",18,39,"6",20,"9","2014","lateday","8","6","no","no","Beagle","Tricolor","no","Female","adult","Return_to_owner"
"Dog","730",1,"4",17,2,"4",9,"7","2015","lateday","11","12","yes","no","Pit Bull","White","no","Male","nearly_baby","Adoption"
"Dog","240",1,"6",11,27,"4",1,"1","2015","night","11","9","no","no","Dalmatian","White","no","Female","baby","Adoption"
"Dog","730",1,"4",18,58,"1",23,"2","2015","lateday","13","19","yes","no","German Shepherd","Brown","no","Male","nearly_baby","Adoption"
"Dog","30",0,"8",17,12,"5",24,"4","2015","lateday","10","12","yes","no","Pit Bull","Blue","yes","Male","baby","Return_to_owner"
"Dog","730",1,"4",17,57,"5",4,"4","2014","lateday","11","27","no","yes","Labrador Retriever","Black","no","Female","nearly_baby","Adoption"
"Dog","90",1,"4",17,13,"6",22,"2","2014","lateday","5","22","yes","no","Labrador Retriever","Black","no","Female","baby","Transfer"
"Dog","730",1,"6",13,29,"4",25,"6","2015","midday","19","27","no","yes","Australian Cattle Dog","Brown","no","Female","nearly_baby","Transfer"
"Dog","730",1,"6",11,41,"2",25,"2","2014","night","9","34","yes","no","American Staffordshire Terrier","White","no","Female","nearly_baby","Euthanasia"
"Dog","730",1,"4",18,54,"6",21,"12","2013","lateday","9","19","yes","no","Black Mouth Cur","Tan","no","Female","nearly_baby","Adoption"
"Dog","60",1,"3",17,33,"7",14,"9","2014","lateday","16","23","yes","no","Australian Shepherd","Blue","no","Male","baby","Adoption"
"Dog","365",1,"4",18,52,"4",30,"1","2014","lateday","19","25","no","yes","German Shepherd","Black","no","Male","baby","Adoption"
"Dog","730",1,"4",18,51,"1",31,"8","2015","lateday","11","24","yes","no","Jack Russell Terrier","White","no","Male","nearly_baby","Return_to_owner"
"Dog","1460",1,"4",11,19,"7",20,"12","2015","night","11","29","no","yes","Chihuahua Shorthair","Brown","no","Male","adult","Return_to_owner"
"Dog","365",1,"5",18,28,"3",8,"10","2014","lateday","3","23","yes","no","Chihuahua Shorthair","Tan","no","Male","baby","Adoption"
"Dog","60",1,"5",18,30,"1",14,"7","2014","lateday","11","27","no","yes","Labrador Retriever","Black","no","Female","baby","Adoption"
"Dog","300",1,"3",13,1,"7",8,"12","2013","midday","11","19","yes","no","German Shepherd","Brown","no","Male","baby","Adoption"
"Dog","60",1,"6",18,0,"4",23,"10","2014","lateday","11","22","yes","no","Labrador Retriever","Black","no","Male","baby","Adoption"
"Dog","300",1,"6",11,18,"1",6,"10","2014","night","11","29","no","yes","German Shepherd","Black","yes","Male","baby","Transfer"
"Dog","365",1,"4",0,0,"7",8,"11","2015","night","5","39","no","yes","Labrador Retriever","Black","yes","Female","baby","Transfer"
"Dog","1460",1,"6",18,0,"4",3,"9","2015","lateday","11","28","no","yes","Yorkshire Terrier","Black","no","Male","adult","Return_to_owner"
"Dog","365",1,"6",16,38,"2",9,"9","2014","lateday","10","12","yes","no","Pit Bull","Fawn","yes","Female","baby","Return_to_owner"
"Dog","1095",1,"5",16,35,"5",21,"8","2015","lateday","11","23","yes","no","Chihuahua Shorthair","White","no","Female","adult","Adoption"
"Dog","6",0,"8",9,49,"5",6,"3","2015","morning","5","22","yes","no","Labrador Retriever","White","Unknown","Unknown","baby","Transfer"
"Dog","3285",1,"3",13,27,"7",23,"3","2014","midday","4","21","yes","no","Italian Greyhound","Gray","no","Male","adult","Transfer"
"Dog","1825",1,"8",16,40,"3",23,"4","2014","lateday","5","27","no","yes","Lhasa Apso","White","no","Female","adult","Transfer"
"Dog","1095",1,"5",17,53,"3",9,"4","2014","lateday","11","22","yes","no","Chihuahua Longhair","White","no","Male","adult","Adoption"
"Dog","1460",1,"8",16,36,"6",2,"11","2013","lateday","6","22","yes","no","Labrador Retriever","Yellow","no","Male","adult","Adoption"
"Dog","60",0,"8",19,47,"7",18,"1","2015","lateday","9","39","no","yes","Australian Shepherd","Black","no","Male","baby","Adoption"
"Dog","365",1,"3",18,15,"7",7,"6","2015","lateday","9","23","yes","no","Chihuahua Shorthair","Tan","no","Male","baby","Return_to_owner"
"Dog","365",1,"6",17,49,"6",14,"3","2015","lateday","11","13","yes","no","Catahoula","Brown","no","Male","baby","Adoption"
"Dog","365",1,"6",16,15,"1",7,"4","2014","lateday","5","18","yes","no","Cocker Spaniel","Black","no","Male","baby","Transfer"
"Dog","1825",0,"8",16,33,"1",23,"2","2015","lateday","19","18","yes","no","French Bulldog","Brown","no","Male","adult","Transfer"
"Dog","1460",1,"4",16,17,"2",11,"8","2015","lateday","19","22","yes","no","Neapolitan Mastiff","Brown","no","Male","adult","Transfer"
"Dog","365",1,"6",16,21,"7",12,"1","2014","lateday","5","14","no","yes","Pit Bull","Brown","no","Female","baby","Adoption"
"Dog","730",1,"3",18,41,"7",18,"1","2015","lateday","5","19","yes","no","Bedlington Terr","White","no","Female","nearly_baby","Adoption"
"Dog","730",1,"5",19,5,"7",17,"8","2014","lateday","19","34","yes","no","American Staffordshire Terrier","Brown","no","Male","nearly_baby","Return_to_owner"
"Dog","365",1,"5",11,18,"7",19,"7","2015","night","11","12","yes","no","Pit Bull","Brown","no","Male","baby","Adoption"
"Dog","365",1,"5",12,41,"4",3,"7","2014","midday","15","12","yes","no","Pit Bull","Chocolate","yes","Male","baby","Euthanasia"
"Dog","60",0,"8",14,4,"2",5,"1","2016","midday","19","9","yes","no","Boxer","Black","no","Female","baby","Adoption"
"Dog","1095",1,"7",17,17,"2",5,"8","2014","lateday","5","21","no","yes","Pug","Black","no","Female","adult","Adoption"
"Dog","730",1,"6",16,34,"5",18,"7","2014","lateday","3","12","yes","no","Pit Bull","Red","yes","Male","nearly_baby","Return_to_owner"
"Dog","1460",1,"6",12,23,"1",25,"11","2013","midday","6","35","no","yes","Labrador Retriever","Yellow","no","Male","adult","Return_to_owner"
"Dog","1460",1,"6",18,17,"3",18,"12","2013","lateday","9","23","yes","no","Chihuahua Shorthair","Black","no","Female","adult","Adoption"
"Dog","1460",1,"5",12,35,"1",22,"6","2015","midday","11","23","yes","no","Chihuahua Shorthair","Black","no","Female","adult","Return_to_owner"
"Dog","365",0,"8",14,4,"1",25,"5","2015","midday","11","12","yes","no","Pit Bull","Black","yes","Male","baby","Euthanasia"
"Dog","365",1,"6",15,17,"4",12,"12","2013","midday","15","12","yes","no","Pit Bull","Chocolate","no","Female","baby","Euthanasia"
"Dog","3285",1,"4",12,21,"1",8,"12","2014","midday","9","10","no","yes","Pug","Tan","no","Female","adult","Return_to_owner"
"Dog","60",0,"8",18,51,"1",9,"3","2015","lateday","10","28","no","yes","Labrador Retriever","Blue","no","Female","baby","Adoption"
"Dog","1825",1,"4",16,51,"6",3,"1","2015","lateday","19","21","no","no","Australian Cattle Dog","Brown","no","Male","adult","Adoption"
"Dog","365",1,"5",15,12,"3",25,"11","2015","midday","5","13","yes","no","Catahoula","Brown","no","Female","baby","Adoption"
"Dog","730",1,"4",17,56,"5",17,"10","2014","lateday","10","18","yes","no","Siberian Husky","Gray","no","Male","nearly_baby","Adoption"
"Dog","730",1,"5",17,5,"7",6,"10","2013","lateday","11","12","yes","no","Pit Bull","Brown","no","Female","nearly_baby","Adoption"
"Dog","730",1,"4",18,2,"2",14,"10","2014","lateday","11","23","yes","no","Chihuahua Shorthair","White","no","Female","nearly_baby","Adoption"
"Dog","90",1,"6",17,35,"3",27,"1","2016","lateday","9","21","yes","no","Australian Kelpie","Black","no","Female","baby","Adoption"
"Dog","1095",0,"8",11,22,"5",20,"12","2013","night","11","17","no","no","Shetland Sheepdog","Sable","no","Male","adult","Transfer"
"Dog","730",0,"8",12,34,"3",15,"7","2015","midday","5","13","yes","no","Pekingese","Brown","no","Male","nearly_baby","Transfer"
"Dog","2190",1,"6",11,49,"6",18,"10","2014","night","8","36","no","yes","Border Collie","Tricolor","no","Male","adult","Return_to_owner"
