"AnimalType","AgeinDays","HasName","NameLength","Hour","Minute","Weekday","Day","Month","Year","TimeofDay","ColorComplexity","BreedComplexity","IsMix","IsSlash","SimpleBreed","SimpleColor","Intact","Sex","LifeStage","OutcomeType"
"Cat","90",1,"4",7,59,"7",13,"7","2014","morning","6","22","yes","no","Domestic Shorthair","Calico","no","Female","baby","Adoption"
"Cat","7",0,"8",13,44,"4",18,"6","2015","midday","10","22","yes","no","Domestic Shorthair","White","Unknown","Unknown","baby","Transfer"
"Cat","365",0,"8",9,0,"7",5,"10","2014","morning","5","22","yes","no","Domestic Shorthair","Black","yes","Male","baby","Transfer"
"Cat","28",0,"8",15,38,"2",19,"5","2015","midday","10","22","yes","no","Domestic Shorthair","Blue","yes","Male","baby","Transfer"
"Cat","60",0,"8",15,30,"7",24,"1","2016","midday","10","22","yes","no","Domestic Shorthair","Blue","no","Male","baby","Adoption"
"Cat","1095",1,"4",17,0,"7",29,"6","2014","lateday","10","22","yes","no","Domestic Shorthair","Blue","no","Male","adult","Adoption"
"Cat","120",0,"8",9,54,"1",21,"4","2014","morning","11","22","yes","no","Domestic Shorthair","Brown","no","Male","baby","Adoption"
"Cat","365",0,"8",9,0,"2",8,"7","2014","morning","5","22","yes","no","Domestic Shorthair","Black","yes","Female","baby","Transfer"
"Cat","21",1,"4",12,49,"2",30,"6","2015","midday","17","22","yes","no","Domestic Shorthair","Brown","yes","Male","baby","Died"
"Cat","4",0,"8",13,23,"2",13,"5","2014","midday","6","22","yes","no","Domestic Shorthair","Tortie","yes","Female","baby","Transfer"
"Cat","60",1,"6",20,16,"6",18,"7","2015","night","5","22","yes","no","Domestic Shorthair","Black","no","Female","baby","Adoption"
"Cat","30",0,"8",15,57,"1",21,"9","2015","midday","11","22","yes","no","Domestic Shorthair","Brown","yes","Male","baby","Transfer"
"Cat","365",1,"5",13,13,"2",15,"10","2013","midday","4","22","yes","no","Domestic Shorthair","Blue","yes","Male","baby","Transfer"
"Cat","60",1,"7",14,22,"7",11,"10","2015","midday","4","24","yes","no","Domestic Medium Hair","Blue","no","Female","baby","Adoption"
"Cat","7",0,"8",10,36,"5",18,"4","2014","morning","11","22","yes","no","Domestic Shorthair","Brown","yes","Male","baby","Transfer"
"Cat","150",0,"8",11,51,"2",10,"12","2013","night","5","22","yes","no","Domestic Shorthair","Black","Unknown","Unknown","baby","Euthanasia"
"Cat","4",0,"8",13,46,"1",1,"6","2015","midday","16","22","yes","no","Domestic Shorthair","Blue","Unknown","Unknown","baby","Transfer"
"Cat","60",0,"8",18,54,"5",29,"8","2014","lateday","11","22","yes","no","Domestic Shorthair","Brown","no","Female","baby","Adoption"
"Cat","730",0,"8",9,0,"7",19,"7","2015","morning","5","22","yes","no","Domestic Shorthair","Black","Unknown","Unknown","nearly_baby","Transfer"
"Cat","60",1,"8",12,7,"6",4,"1","2014","midday","18","22","yes","no","Domestic Shorthair","Orange","no","Female","baby","Adoption"
"Cat","1",0,"8",17,55,"7",15,"6","2014","lateday","5","22","yes","no","Domestic Shorthair","Black","yes","Male","baby","Transfer"
"Cat","14",0,"8",18,44,"6",5,"9","2015","lateday","11","22","yes","no","Domestic Shorthair","Black","Unknown","Unknown","baby","Transfer"
"Cat","2190",1,"7",11,3,"5",20,"3","2015","night","11","22","yes","no","Domestic Shorthair","Brown","no","Female","adult","Transfer"
"Cat","365",1,"7",16,24,"7",21,"2","2016","lateday","6","22","yes","no","Domestic Shorthair","Calico","no","Female","baby","Transfer"
"Cat","60",1,"4",15,20,"4",18,"9","2014","midday","17","18","no","no","Domestic Shorthair","Brown","yes","Female","baby","Transfer"
"Cat","730",0,"8",14,29,"7",16,"3","2014","midday","6","22","yes","no","Domestic Shorthair","Tortie","yes","Female","nearly_baby","Transfer"
"Cat","365",0,"8",16,11,"2",1,"10","2013","lateday","18","22","yes","no","Domestic Shorthair","Orange","yes","Female","baby","Transfer"
"Cat","90",1,"4",17,33,"3",26,"8","2015","lateday","6","22","yes","no","Domestic Shorthair","Tortie","no","Female","baby","Adoption"
"Cat","90",1,"8",16,41,"6",27,"12","2014","lateday","11","22","yes","no","Domestic Shorthair","Brown","no","Female","baby","Adoption"
"Cat","730",0,"8",9,54,"2",11,"11","2014","morning","11","22","yes","no","Domestic Shorthair","Black","yes","Female","nearly_baby","Euthanasia"
"Cat","730",1,"8",19,11,"3",20,"11","2013","lateday","4","16","yes","no","Russian Blue","Blue","yes","Male","nearly_baby","Transfer"
"Cat","365",0,"8",13,39,"2",23,"6","2015","midday","11","22","yes","no","Domestic Shorthair","Cream","no","Male","baby","Transfer"
"Cat","120",0,"8",9,0,"7",10,"8","2014","morning","17","22","yes","no","Domestic Shorthair","Brown","yes","Male","baby","Transfer"
"Cat","1460",0,"8",14,8,"3",13,"8","2014","midday","6","22","yes","no","Domestic Shorthair","Tortie","no","Female","adult","Euthanasia"
"Cat","730",1,"5",13,55,"6",28,"6","2014","midday","11","22","yes","no","Domestic Shorthair","Brown","no","Male","nearly_baby","Adoption"
"Cat","60",1,"4",12,28,"6",3,"10","2015","midday","6","22","yes","no","Domestic Shorthair","Orange","no","Male","baby","Adoption"
"Cat","1460",1,"5",19,54,"1",24,"8","2015","lateday","12","22","yes","no","Domestic Shorthair","Orange","no","Female","adult","Adoption"
"Cat","120",1,"5",15,21,"3",2,"9","2015","midday","5","21","yes","no","Domestic Longhair","Black","no","Male","baby","Euthanasia"
"Cat","1095",1,"6",18,29,"1",19,"1","2015","lateday","17","22","yes","no","Domestic Shorthair","Brown","no","Male","adult","Return_to_owner"
"Cat","730",1,"6",18,33,"7",23,"3","2014","lateday","10","22","yes","no","Domestic Shorthair","Blue","no","Female","nearly_baby","Adoption"
"Cat","60",1,"6",16,1,"1",18,"1","2016","lateday","5","22","yes","no","Domestic Shorthair","Black","yes","Female","baby","Adoption"
"Cat","5110",1,"4",8,41,"7",31,"5","2015","morning","17","24","yes","no","Domestic Medium Hair","Brown","no","Male","adult","Euthanasia"
"Cat","180",0,"8",17,27,"7",27,"12","2015","lateday","12","22","yes","no","Domestic Shorthair","Orange","no","Male","baby","Adoption"
"Cat","21",0,"8",15,57,"1",12,"5","2014","midday","17","22","yes","no","Domestic Shorthair","Brown","yes","Female","baby","Transfer"
"Cat","365",0,"8",9,0,"2",29,"9","2015","morning","12","22","yes","no","Domestic Shorthair","Orange","yes","Male","baby","Transfer"
"Cat","90",1,"9",19,20,"6",18,"7","2015","lateday","10","22","yes","no","Domestic Shorthair","Blue","no","Male","baby","Adoption"
"Cat","365",1,"4",9,0,"2",22,"7","2014","morning","12","22","yes","no","Domestic Shorthair","Orange","no","Female","baby","Transfer"
"Cat","60",1,"4",18,22,"1",9,"12","2013","lateday","15","22","yes","no","Domestic Shorthair","Chocolate","no","Male","baby","Adoption"
"Cat","365",1,"6",15,18,"5",15,"11","2013","midday","4","16","yes","no","Russian Blue","Blue","yes","Female","baby","Transfer"
"Cat","120",0,"8",9,0,"7",31,"8","2014","morning","6","22","yes","no","Domestic Shorthair","Calico","yes","Female","baby","Transfer"
"Cat","30",1,"6",11,17,"1",14,"7","2014","night","10","11","yes","no","Siamese","Blue","no","Male","baby","Transfer"
"Cat","21",0,"8",16,33,"7",16,"8","2015","lateday","12","22","yes","no","Domestic Shorthair","Orange","yes","Female","baby","Transfer"
"Cat","60",1,"8",12,56,"2",13,"10","2015","midday","12","22","yes","no","Domestic Shorthair","Orange","yes","Female","baby","Transfer"
"Cat","14",0,"8",14,49,"1",7,"9","2015","midday","5","22","yes","no","Domestic Shorthair","Black","yes","Male","baby","Transfer"
"Cat","60",0,"8",12,1,"2",15,"4","2014","midday","4","21","yes","no","Domestic Longhair","Blue","no","Male","baby","Adoption"
"Cat","730",1,"6",14,36,"1",28,"12","2015","midday","18","22","yes","no","Domestic Shorthair","Orange","no","Male","nearly_baby","Transfer"
"Cat","365",0,"8",15,54,"3",26,"3","2014","midday","17","21","yes","no","Domestic Longhair","Brown","yes","Female","baby","Transfer"
"Cat","4745",1,"3",14,8,"6",13,"6","2015","midday","11","22","yes","no","Pixiebob Shorthair","Brown","no","Female","adult","Adoption"
"Cat","365",1,"4",12,2,"1",16,"11","2015","midday","12","22","yes","no","Domestic Shorthair","Tortie","no","Female","baby","Adoption"
"Cat","2190",1,"11",15,40,"3",20,"11","2013","midday","11","22","yes","no","Domestic Shorthair","Brown","no","Female","adult","Return_to_owner"
"Cat","60",1,"4",16,4,"6",5,"12","2015","lateday","5","22","yes","no","Domestic Shorthair","Black","yes","Female","baby","Adoption"
"Cat","2190",1,"1",13,0,"5",18,"7","2014","midday","12","22","yes","no","Domestic Shorthair","Tortie","no","Female","adult","Transfer"
"Cat","365",1,"11",16,1,"6",5,"9","2015","lateday","11","22","yes","no","Domestic Shorthair","Brown","no","Female","baby","Adoption"
"Cat","2190",1,"7",17,57,"3",29,"4","2015","lateday","12","22","yes","no","Domestic Shorthair","Orange","no","Male","adult","Adoption"
"Cat","30",1,"7",17,0,"5",30,"5","2014","lateday","5","24","yes","no","Domestic Medium Hair","Black","yes","Female","baby","Transfer"
"Cat","21",0,"8",18,38,"5",16,"5","2014","lateday","11","22","yes","no","Domestic Shorthair","Black","yes","Female","baby","Transfer"
"Cat","30",1,"5",11,44,"6",12,"7","2014","night","12","22","yes","no","Domestic Shorthair","Orange","yes","Male","baby","Transfer"
"Cat","730",0,"8",17,50,"3",24,"6","2015","lateday","6","22","yes","no","Domestic Shorthair","Calico","yes","Female","nearly_baby","Euthanasia"
"Cat","30",0,"8",12,5,"1",31,"8","2015","midday","17","24","yes","no","Domestic Medium Hair","Brown","yes","Female","baby","Euthanasia"
"Cat","180",1,"6",16,54,"2",10,"12","2013","lateday","11","22","yes","no","Domestic Shorthair","Brown","no","Male","baby","Adoption"
"Cat","60",1,"5",10,5,"2",9,"12","2014","morning","16","22","yes","no","Domestic Shorthair","Blue","no","Female","baby","Adoption"
"Cat","60",1,"4",0,0,"4",2,"7","2015","night","10","21","yes","no","Domestic Longhair","Blue","no","Female","baby","Transfer"
"Cat","21",0,"8",13,21,"7",21,"9","2014","midday","6","22","yes","no","Domestic Shorthair","Tortie","yes","Female","baby","Transfer"
"Cat","4",0,"8",14,14,"3",2,"7","2014","midday","11","22","yes","no","Domestic Shorthair","Brown","yes","Female","baby","Transfer"
"Cat","120",1,"5",13,25,"5",18,"9","2015","midday","5","22","yes","no","Domestic Shorthair","Black","no","Male","baby","Transfer"
"Cat","2190",1,"6",16,54,"4",25,"6","2015","lateday","11","22","yes","no","Domestic Shorthair","Black","no","Male","adult","Adoption"
"Cat","30",1,"10",15,9,"3",4,"6","2014","midday","12","22","yes","no","Domestic Shorthair","Orange","yes","Female","baby","Adoption"
"Cat","14",0,"8",15,53,"2",2,"6","2015","midday","11","22","yes","no","Domestic Shorthair","Black","Unknown","Unknown","baby","Transfer"
"Cat","120",1,"4",16,52,"7",22,"11","2015","lateday","10","22","yes","no","Domestic Shorthair","Blue","no","Male","baby","Adoption"
"Cat","2190",0,"8",13,58,"2",4,"3","2014","midday","11","22","yes","no","Domestic Shorthair","Brown","yes","Male","adult","Transfer"
"Cat","1095",1,"3",19,5,"3",16,"4","2014","lateday","11","14","yes","no","Maine Coon","Brown","no","Male","adult","Adoption"
"Cat","60",1,"5",17,25,"1",15,"9","2014","lateday","11","24","yes","no","Domestic Medium Hair","Brown","no","Male","baby","Adoption"
"Cat","28",0,"8",9,54,"3",11,"6","2014","morning","5","22","yes","no","Domestic Shorthair","Black","Unknown","Unknown","baby","Euthanasia"
"Cat","4015",1,"6",18,59,"7",7,"9","2014","lateday","11","22","yes","no","Domestic Shorthair","Brown","no","Male","adult","Adoption"
"Cat","730",0,"8",9,52,"2",9,"6","2015","morning","12","22","yes","no","Domestic Shorthair","Orange","yes","Male","nearly_baby","Euthanasia"
"Cat","60",1,"5",16,55,"2",28,"7","2015","lateday","6","22","yes","no","Domestic Shorthair","Tortie","no","Female","baby","Adoption"
"Cat","60",1,"3",12,3,"2",23,"12","2014","midday","11","22","yes","no","Domestic Shorthair","Brown","no","Male","baby","Adoption"
"Cat","60",1,"5",15,16,"7",19,"7","2015","midday","11","22","yes","no","Domestic Shorthair","Brown","no","Male","baby","Adoption"
"Cat","90",0,"8",13,15,"3",28,"10","2015","midday","10","22","yes","no","Domestic Shorthair","Gray","no","Male","baby","Adoption"
"Cat","730",1,"7",18,27,"6",21,"12","2013","lateday","17","22","yes","no","Domestic Shorthair","Brown","no","Male","nearly_baby","Adoption"
"Cat","21",0,"8",15,11,"5",21,"8","2015","midday","6","22","yes","no","Domestic Shorthair","Torbie","yes","Female","baby","Transfer"
"Cat","3",0,"8",12,4,"5",27,"11","2015","midday","5","22","yes","no","Domestic Shorthair","Black","Unknown","Unknown","baby","Euthanasia"
"Cat","365",1,"6",14,39,"5",7,"3","2014","midday","11","22","yes","no","Domestic Shorthair","Brown","yes","Female","baby","Transfer"
"Cat","730",1,"6",18,19,"6",9,"5","2015","lateday","5","22","yes","no","Domestic Shorthair","Black","no","Male","nearly_baby","Adoption"
"Cat","3650",1,"11",14,46,"2",8,"7","2014","midday","17","22","yes","no","Domestic Shorthair","Brown","no","Female","adult","Transfer"
"Cat","28",0,"8",8,22,"4",19,"6","2014","morning","11","22","yes","no","Domestic Shorthair","Brown","yes","Male","baby","Euthanasia"
"Cat","7",0,"8",11,14,"5",25,"7","2014","night","11","22","yes","no","Domestic Shorthair","Brown","Unknown","Unknown","baby","Transfer"
"Cat","28",1,"4",11,52,"2",3,"11","2015","night","10","22","yes","no","Domestic Shorthair","Blue","yes","Female","baby","Transfer"
"Cat","90",1,"7",12,54,"6",30,"11","2013","midday","5","22","yes","no","Domestic Shorthair","Black","no","Male","baby","Adoption"
"Cat","30",1,"10",13,51,"6",6,"6","2015","midday","6","22","yes","no","Domestic Shorthair","Tortie","yes","Female","baby","Adoption"
"Cat","120",0,"8",8,34,"3",3,"6","2015","morning","10","22","yes","no","Domestic Shorthair","Gray","yes","Male","baby","Euthanasia"
"Cat","4380",1,"5",17,41,"7",13,"9","2015","lateday","18","22","yes","no","Domestic Shorthair","Orange","no","Male","adult","Adoption"
"Cat","28",0,"8",15,50,"5",8,"11","2013","midday","10","22","yes","no","Domestic Shorthair","Blue","yes","Male","baby","Transfer"
"Cat","240",1,"5",13,25,"4",30,"4","2015","midday","11","24","yes","no","Domestic Medium Hair","Black","no","Female","baby","Transfer"
"Cat","365",0,"8",9,0,"6",6,"9","2014","morning","11","22","yes","no","Domestic Shorthair","Brown","Unknown","Unknown","baby","Transfer"
"Cat","730",0,"8",9,0,"1",25,"5","2015","morning","10","22","yes","no","Domestic Shorthair","Blue","yes","Female","nearly_baby","Transfer"
"Cat","28",0,"8",13,59,"1",15,"6","2015","midday","16","21","yes","no","Domestic Longhair","Gray","yes","Male","baby","Transfer"
"Cat","730",1,"7",12,40,"1",1,"6","2015","midday","5","22","yes","no","Domestic Shorthair","Black","no","Male","nearly_baby","Return_to_owner"
"Cat","14",0,"8",15,25,"7",21,"9","2014","midday","11","22","yes","no","Domestic Shorthair","Cream","yes","Female","baby","Transfer"
"Cat","150",1,"5",14,6,"1",11,"1","2016","midday","11","11","yes","no","Siamese","Flame","no","Male","baby","Adoption"
"Cat","150",1,"9",11,24,"5",12,"9","2014","night","12","22","yes","no","Domestic Shorthair","Orange","no","Male","baby","Adoption"
"Cat","180",0,"8",12,58,"2",21,"10","2014","midday","11","22","yes","no","Domestic Shorthair","Brown","yes","Female","baby","Euthanasia"
"Cat","28",0,"8",13,55,"1",29,"6","2015","midday","12","22","yes","no","Domestic Shorthair","Silver","yes","Female","baby","Transfer"
"Cat","60",1,"6",18,21,"1",5,"5","2014","lateday","17","14","yes","no","Maine Coon","Brown","no","Female","baby","Adoption"
"Cat","7",0,"8",14,40,"1",5,"5","2014","midday","4","22","yes","no","Domestic Shorthair","Gray","Unknown","Unknown","baby","Transfer"
"Cat","180",1,"5",18,26,"3",16,"9","2015","lateday","12","22","yes","no","Domestic Shorthair","Orange","no","Male","baby","Adoption"
"Cat","7",0,"8",11,37,"2",11,"8","2015","night","12","22","yes","no","Domestic Shorthair","Orange","Unknown","Unknown","baby","Died"
"Cat","60",1,"7",12,36,"4",20,"11","2014","midday","6","22","yes","no","Domestic Shorthair","Torbie","no","Female","baby","Transfer"
"Cat","120",0,"8",9,0,"5",19,"12","2014","morning","11","24","yes","no","Domestic Medium Hair","Brown","yes","Female","baby","Transfer"
"Cat","60",1,"8",15,19,"6",22,"8","2015","midday","17","22","yes","no","Domestic Shorthair","Brown","no","Female","baby","Adoption"
"Cat","180",0,"8",9,0,"7",4,"10","2015","morning","11","24","yes","no","Domestic Medium Hair","Brown","yes","Female","baby","Transfer"
"Cat","1095",0,"8",20,24,"6",17,"5","2014","night","6","22","yes","no","Domestic Shorthair","Torbie","yes","Female","adult","Transfer"
"Cat","21",0,"8",15,55,"4",26,"6","2014","midday","6","22","yes","no","Domestic Shorthair","Torbie","yes","Female","baby","Transfer"
"Cat","90",0,"8",9,0,"6",16,"8","2014","morning","5","24","yes","no","Domestic Medium Hair","Black","yes","Female","baby","Transfer"
"Cat","180",1,"4",15,3,"1",28,"9","2015","midday","11","22","yes","no","Domestic Shorthair","Brown","no","Male","baby","Transfer"
"Cat","4",0,"8",14,55,"3",22,"4","2015","midday","12","22","yes","no","Domestic Shorthair","Orange","Unknown","Unknown","baby","Transfer"
"Cat","30",1,"7",14,38,"4",2,"1","2014","midday","11","21","yes","no","Domestic Longhair","Black","yes","Female","baby","Transfer"
"Cat","60",1,"3",12,51,"5",17,"7","2015","midday","17","22","yes","no","Domestic Shorthair","Black","no","Male","baby","Adoption"
"Cat","730",0,"8",9,0,"4",24,"7","2014","morning","10","22","yes","no","Domestic Shorthair","Blue","yes","Female","nearly_baby","Transfer"
"Cat","60",1,"5",14,7,"7",11,"10","2015","midday","12","22","yes","no","Domestic Shorthair","Orange","no","Male","baby","Transfer"
"Cat","180",1,"6",18,26,"4",7,"8","2014","lateday","10","22","yes","no","Domestic Shorthair","Blue","no","Male","baby","Adoption"
"Cat","120",1,"7",18,56,"6",6,"9","2014","lateday","17","22","yes","no","Domestic Shorthair","Brown","no","Male","baby","Adoption"
"Cat","365",1,"6",18,24,"6",15,"3","2014","lateday","5","22","yes","no","Domestic Shorthair","Black","no","Male","baby","Adoption"
"Cat","150",1,"4",16,52,"6",12,"10","2013","lateday","4","22","yes","no","Domestic Shorthair","Blue","no","Male","baby","Adoption"
"Cat","28",0,"8",14,24,"1",16,"6","2014","midday","6","22","yes","no","Domestic Shorthair","Torbie","yes","Female","baby","Transfer"
"Cat","1460",0,"8",9,0,"2",31,"3","2015","morning","11","22","yes","no","Domestic Shorthair","Black","no","Female","adult","Transfer"
"Cat","90",1,"8",12,57,"1",9,"12","2013","midday","11","22","yes","no","Domestic Shorthair","Brown","yes","Male","baby","Transfer"
"Cat","60",1,"3",18,21,"5",24,"7","2015","lateday","5","22","yes","no","Domestic Shorthair","Black","no","Male","baby","Euthanasia"
"Cat","60",0,"8",13,25,"2",23,"6","2015","midday","11","22","yes","no","Domestic Shorthair","Brown","yes","Male","baby","Transfer"
"Cat","14",0,"8",14,4,"6",5,"7","2014","midday","11","22","yes","no","Domestic Shorthair","Brown","yes","Male","baby","Transfer"
"Cat","365",0,"8",9,0,"5",16,"1","2015","morning","11","20","no","no","Domestic Medium Hair","Black","yes","Female","baby","Transfer"
"Cat","60",1,"6",18,43,"3",11,"11","2015","lateday","6","22","yes","no","Domestic Shorthair","Calico","yes","Female","baby","Adoption"
"Cat","28",0,"8",16,13,"5",17,"4","2015","lateday","10","18","no","no","Domestic Shorthair","Blue","yes","Male","baby","Transfer"
"Cat","1460",1,"5",11,0,"6",9,"1","2016","night","12","11","yes","no","Siamese","Tortie","no","Female","adult","Adoption"
"Cat","60",1,"9",16,22,"3",18,"11","2015","lateday","5","22","yes","no","Domestic Shorthair","Black","no","Female","baby","Adoption"
"Cat","1095",1,"4",15,20,"7",1,"12","2013","midday","10","22","yes","no","Domestic Shorthair","Blue","no","Female","adult","Transfer"
"Cat","730",1,"5",14,38,"3",2,"7","2014","midday","17","22","yes","no","Domestic Shorthair","Brown","no","Male","nearly_baby","Transfer"
"Cat","60",1,"5",17,42,"6",28,"11","2015","lateday","11","22","yes","no","Domestic Shorthair","Brown","yes","Male","baby","Adoption"
"Cat","365",1,"3",15,15,"5",6,"11","2015","midday","11","22","yes","no","Domestic Shorthair","Black","no","Male","baby","Transfer"
"Cat","60",0,"8",15,44,"6",7,"12","2013","midday","11","22","yes","no","Domestic Shorthair","Black","no","Female","baby","Adoption"
"Cat","2190",1,"5",14,52,"2",14,"1","2014","midday","11","22","yes","no","Domestic Shorthair","White","no","Female","adult","Transfer"
"Cat","2555",1,"6",14,31,"2",10,"2","2015","midday","4","22","yes","no","Domestic Shorthair","Blue","no","Male","adult","Transfer"
"Cat","60",1,"7",14,14,"3",2,"7","2014","midday","17","22","yes","no","Domestic Shorthair","Brown","no","Male","baby","Adoption"
"Cat","90",1,"5",18,16,"3",9,"12","2015","lateday","5","22","yes","no","Domestic Shorthair","Black","no","Male","baby","Adoption"
"Cat","21",0,"8",12,35,"5",24,"10","2014","midday","4","22","yes","no","Domestic Shorthair","Blue","yes","Male","baby","Transfer"
"Cat","60",1,"5",17,12,"5",12,"6","2015","lateday","6","22","yes","no","Domestic Shorthair","Tortie","no","Female","baby","Adoption"
"Cat","365",1,"10",17,35,"5",20,"12","2013","lateday","6","22","yes","no","Domestic Shorthair","Torbie","no","Female","baby","Adoption"
"Cat","365",1,"5",13,52,"4",31,"12","2015","midday","5","22","yes","no","Domestic Shorthair","Black","no","Female","baby","Return_to_owner"
"Cat","1095",1,"6",15,56,"7",19,"7","2015","midday","5","22","yes","no","Domestic Shorthair","Black","no","Female","adult","Adoption"
"Cat","60",0,"8",14,30,"6",18,"7","2015","midday","5","22","yes","no","Domestic Shorthair","Black","no","Female","baby","Adoption"
"Cat","365",0,"8",19,7,"5",23,"5","2014","lateday","11","22","yes","no","Domestic Shorthair","White","Unknown","Unknown","baby","Transfer"
"Cat","120",0,"8",13,32,"6",13,"12","2014","midday","11","22","yes","no","Domestic Shorthair","Brown","yes","Female","baby","Euthanasia"
"Cat","7",0,"8",14,32,"1",29,"9","2014","midday","11","22","yes","no","Domestic Shorthair","Brown","yes","Female","baby","Transfer"
"Cat","60",0,"8",16,20,"4",24,"9","2015","lateday","17","22","yes","no","Domestic Shorthair","Brown","no","Female","baby","Adoption"
"Cat","60",0,"8",18,40,"7",28,"6","2015","lateday","10","24","yes","no","Domestic Medium Hair","Blue","no","Male","baby","Adoption"
"Cat","2920",1,"5",15,0,"4",27,"8","2015","midday","11","22","yes","no","Domestic Shorthair","Black","no","Male","adult","Transfer"
"Cat","365",0,"8",9,0,"4",30,"7","2015","morning","17","22","yes","no","Domestic Shorthair","Brown","yes","Male","baby","Transfer"
"Cat","60",1,"6",17,34,"7",19,"7","2015","lateday","5","22","yes","no","Domestic Shorthair","Black","no","Female","baby","Adoption"
"Cat","730",0,"8",9,0,"3",21,"1","2015","morning","11","22","yes","no","Domestic Shorthair","Black","Unknown","Unknown","nearly_baby","Transfer"
"Cat","1095",0,"8",18,19,"4",18,"9","2014","lateday","11","11","yes","no","Siamese","Lilac","no","Male","adult","Euthanasia"
"Cat","240",0,"8",8,5,"4",24,"9","2015","morning","17","22","yes","no","Domestic Shorthair","White","yes","Male","baby","Euthanasia"
"Cat","14",0,"8",16,52,"5",2,"5","2014","lateday","6","22","yes","no","Domestic Shorthair","Tortie","yes","Female","baby","Transfer"
"Cat","2190",1,"6",0,0,"2",5,"1","2016","night","11","22","yes","no","Domestic Shorthair","Brown","no","Male","adult","Transfer"
"Cat","365",0,"8",9,0,"5",4,"9","2015","morning","6","22","yes","no","Domestic Shorthair","Torbie","yes","Female","baby","Transfer"
"Cat","365",0,"8",9,0,"7",2,"8","2015","morning","10","11","yes","no","Siamese","Lynx","Unknown","Unknown","baby","Transfer"
"Cat","30",0,"8",14,12,"1",25,"5","2015","midday","16","22","yes","no","Domestic Shorthair","Blue","yes","Male","baby","Transfer"
"Cat","2920",0,"8",8,59,"2",7,"7","2015","morning","11","22","yes","no","Domestic Shorthair","Black","yes","Male","adult","Euthanasia"
"Cat","21",0,"8",13,44,"1",4,"5","2015","midday","4","22","yes","no","Domestic Shorthair","Blue","yes","Male","baby","Transfer"
"Cat","365",0,"8",9,0,"7",12,"7","2015","morning","12","11","yes","no","Siamese","Tortie","yes","Female","baby","Transfer"
"Cat","730",1,"3",18,25,"7",13,"10","2013","lateday","18","22","yes","no","Domestic Shorthair","Silver","no","Male","nearly_baby","Adoption"
"Cat","3650",0,"8",18,30,"7",29,"12","2013","lateday","6","21","yes","no","Domestic Longhair","Calico","yes","Female","adult","Euthanasia"
"Cat","60",1,"7",15,5,"6",12,"12","2015","midday","6","22","yes","no","Domestic Shorthair","Torbie","no","Female","baby","Adoption"
"Cat","2",0,"8",13,18,"3",25,"6","2014","midday","11","22","yes","no","Domestic Shorthair","Black","yes","Male","baby","Transfer"
"Cat","60",1,"5",9,17,"2",9,"12","2014","morning","5","22","yes","no","Domestic Shorthair","Black","yes","Female","baby","Euthanasia"
"Cat","60",1,"4",17,56,"1",23,"11","2015","lateday","16","22","yes","no","Domestic Shorthair","Blue","no","Male","baby","Adoption"
"Cat","3650",1,"4",16,24,"1",28,"12","2015","lateday","11","22","yes","no","Domestic Shorthair","Flame","no","Male","adult","Adoption"
"Cat","60",1,"9",17,16,"3",2,"10","2013","lateday","12","22","yes","no","Domestic Shorthair","Orange","no","Male","baby","Adoption"
"Cat","150",1,"6",8,51,"4",8,"1","2015","morning","11","11","yes","no","Siamese","Flame","no","Male","baby","Adoption"
"Cat","365",1,"3",17,16,"5",16,"5","2014","lateday","12","22","yes","no","Domestic Shorthair","Orange","no","Male","baby","Transfer"
"Cat","730",0,"8",15,24,"4",14,"5","2015","midday","6","22","yes","no","Domestic Shorthair","Torbie","no","Female","nearly_baby","Return_to_owner"
"Cat","180",1,"4",15,10,"2",12,"11","2013","midday","11","22","yes","no","Domestic Shorthair","Brown","no","Female","baby","Transfer"
"Cat","60",1,"4",16,14,"6",30,"8","2014","lateday","11","22","yes","no","Domestic Shorthair","Black","no","Female","baby","Adoption"
"Cat","730",0,"8",11,25,"5",5,"6","2015","night","17","22","yes","no","Domestic Shorthair","Brown","no","Female","nearly_baby","Euthanasia"
"Cat","14",0,"8",12,42,"2",1,"4","2014","midday","11","22","yes","no","Domestic Shorthair","White","Unknown","Unknown","baby","Transfer"
"Cat","90",1,"8",14,40,"7",27,"10","2013","midday","11","22","yes","no","Domestic Shorthair","Brown","no","Male","baby","Adoption"
"Cat","7",0,"8",14,43,"2",26,"8","2014","midday","17","22","yes","no","Domestic Shorthair","Brown","yes","Female","baby","Transfer"
"Cat","90",1,"4",18,16,"7",13,"7","2014","lateday","17","22","yes","no","Domestic Shorthair","Brown","no","Male","baby","Adoption"
"Cat","30",0,"8",15,46,"6",28,"11","2015","midday","10","21","yes","no","Domestic Longhair","Blue","yes","Female","baby","Died"
"Cat","7",0,"8",11,19,"7",20,"7","2014","night","5","22","yes","no","Domestic Shorthair","Black","yes","Female","baby","Transfer"
"Cat","90",1,"6",13,43,"3",23,"12","2015","midday","11","22","yes","no","Domestic Shorthair","Black","yes","Male","baby","Transfer"
"Cat","365",1,"10",16,15,"3",11,"6","2014","lateday","5","22","yes","no","Domestic Shorthair","Black","no","Female","baby","Adoption"
"Cat","120",1,"5",11,37,"3",30,"7","2014","night","5","21","yes","no","Domestic Longhair","Black","no","Male","baby","Adoption"
