"ID","Name","OutcomeType","AnimalType","SexuponOutcome","Breed","Color","isTrain","AgeinDays","NameNoName","Year","Month","Day","Hour","Minute","DayOfTheWeek","WeekEnd","Situation","Sex","DayPhase","Mix","Domestic","Hair","ParticularBreed","ParticularBreedLogical","LifePhase"
"A666854","Julian","Euthanasia","Cat","Intact Male","Domestic Shorthair Mix","Brown Tabby/White",TRUE,"60","TRUE","2013","11","26","16","05","3","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A669139","Ciara","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Brown Tabby",TRUE,"30","TRUE","2013","12","18","16","14","4","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A692434","","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Torbie",TRUE,"365","FALSE","2014","11","25","18","43","3","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","junior"
"A691363","Jasmine","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Calico",TRUE,"1460","TRUE","2014","11","07","14","16","6","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A693345","Cherry","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Brown Tabby",TRUE,"240","TRUE","2014","12","13","14","16","7","TRUE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","junior"
"A706316","Jupiter","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Black",TRUE,"90","TRUE","2015","09","07","19","22","2","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A706093","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","White/Black",TRUE,"28","FALSE","2015","06","29","13","56","2","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A712015","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","White/Black",TRUE,"14","FALSE","2015","09","15","18","11","3","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A664542","Cake","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Calico",TRUE,"60","TRUE","2013","11","16","15","17","7","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A683637","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Brown Tabby/Brown",TRUE,"30","FALSE","2014","07","25","16","46","6","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A687323","","Transfer","Cat","Unknown Unknown","Domestic Shorthair Mix","Brown Tabby",TRUE,"2","FALSE","2014","09","03","16","20","4","FALSE","Unknown","Unknown","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A680622","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Blue Tabby",TRUE,"7","FALSE","2014","06","04","17","44","4","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A689267","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Black/White",TRUE,"21","FALSE","2014","10","01","15","23","4","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A705888","Plume","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Black",TRUE,"60","TRUE","2015","07","08","17","57","4","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A690988","Degas","Died","Cat","Intact Male","Domestic Shorthair Mix","Black",TRUE,"30","TRUE","2014","11","19","15","38","4","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A684007","Goldie","Return_to_owner","Cat","Spayed Female","Domestic Shorthair Mix","Orange/White",TRUE,"2190","TRUE","2014","08","08","17","08","6","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A715760","Spartacus","Transfer","Cat","Neutered Male","Domestic Shorthair Mix","Orange Tabby",TRUE,"365","TRUE","2015","12","17","15","28","5","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","junior"
"A665804","Ria","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Brown Tabby",TRUE,"120","TRUE","2013","12","10","13","23","3","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A669239","","Transfer","Cat","Unknown Unknown","Siamese Mix","Lilac Point",TRUE,"730","FALSE","2013","12","19","13","07","5","FALSE","Unknown","Unknown","afternoon","TRUE","FALSE","None","siamese","TRUE","prime"
"A701196","Pearl","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Calico",TRUE,"60","TRUE","2015","06","07","13","18","1","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A690317","","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Brown Tabby/White",TRUE,"90","FALSE","2014","10","22","09","00","4","FALSE","Intact","Female","morning","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A686615","Sheba","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Blue Tabby",TRUE,"730","TRUE","2014","08","29","17","21","6","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A715444","","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Black/White",TRUE,"365","FALSE","2015","11","05","09","00","5","FALSE","Intact","Female","morning","TRUE","TRUE","shorthair","None","FALSE","junior"
"A714268","","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Brown Tabby/White",TRUE,"14","FALSE","2015","10","20","17","12","3","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A525136","Muneca","Transfer","Cat","Spayed Female","American Shorthair Mix","Calico",TRUE,"2555","TRUE","2015","03","20","11","01","6","FALSE","Spayed","Female","morning","TRUE","FALSE","shorthair","american","TRUE","mature"
"A718170","","Transfer","Cat","Spayed Female","Domestic Shorthair Mix","Blue",TRUE,"1460","FALSE","2016","01","08","18","59","6","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A708984","Emily","Adoption","Cat","Intact Female","Domestic Shorthair Mix","Brown Tabby",TRUE,"60","TRUE","2015","08","17","18","08","2","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A676930","","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Torbie",TRUE,"21","FALSE","2014","04","17","14","30","5","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A705669","Beauregard","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Blue",TRUE,"60","TRUE","2015","07","08","17","52","4","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A706078","","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Brown Tabby",TRUE,"7","FALSE","2015","06","30","16","38","3","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A697207","","Transfer","Cat","Intact Male","Domestic Medium Hair Mix","Black",TRUE,"30","FALSE","2015","02","20","15","55","6","FALSE","Intact","Male","afternoon","TRUE","TRUE","mediumhair","None","FALSE","kitten"
"A692264","","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Black",TRUE,"730","FALSE","2014","11","25","18","39","3","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A712828","","Transfer","Cat","Neutered Male","Domestic Shorthair Mix","Calico",TRUE,"730","FALSE","2015","10","07","12","57","4","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A710966","Gilbert","Adoption","Cat","Neutered Male","Domestic Longhair Mix","Orange Tabby",TRUE,"1460","TRUE","2015","11","15","17","42","1","TRUE","Neutered","Male","afternoon","TRUE","TRUE","longhair","None","FALSE","prime"
"A664440","Sunshine","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Tortie",TRUE,"120","TRUE","2014","01","03","14","48","6","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A710682","","Transfer","Cat","Unknown Unknown","Domestic Shorthair Mix","White",TRUE,"730","FALSE","2015","08","27","09","00","5","FALSE","Unknown","Unknown","morning","TRUE","TRUE","shorthair","None","FALSE","prime"
"A676005","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","White/Black",TRUE,"730","FALSE","2014","04","15","14","58","3","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A705059","Egypt","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Brown Tabby",TRUE,"60","TRUE","2015","06","24","16","03","4","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A713184","","Transfer","Cat","Unknown Unknown","Domestic Shorthair Mix","Black",TRUE,"730","FALSE","2015","10","04","09","00","1","TRUE","Unknown","Unknown","morning","TRUE","TRUE","shorthair","None","FALSE","prime"
"A681475","Oreo","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","White/Orange Tabby",TRUE,"60","TRUE","2014","07","12","17","12","7","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A713889","Mackerel","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Black/White",TRUE,"90","TRUE","2015","12","23","13","43","4","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A689462","Luke","Return_to_owner","Cat","Neutered Male","Domestic Shorthair Mix","Blue Tabby/White",TRUE,"210","TRUE","2014","10","04","13","26","7","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","junior"
"A689980","Betty","Adoption","Cat","Spayed Female","Domestic Medium Hair Mix","Torbie/Blue Cream",TRUE,"60","TRUE","2014","11","10","19","04","2","FALSE","Spayed","Female","afternoon","TRUE","TRUE","mediumhair","None","FALSE","kitten"
"A679908","Rosalind","Adoption","Cat","Spayed Female","Domestic Longhair Mix","Tortie/White",TRUE,"60","TRUE","2014","07","13","18","58","1","TRUE","Spayed","Female","afternoon","TRUE","TRUE","longhair","None","FALSE","kitten"
"A668995","","Transfer","Cat","Intact Female","Domestic Longhair Mix","Brown Tabby",TRUE,"730","FALSE","2013","12","18","14","38","4","FALSE","Intact","Female","afternoon","TRUE","TRUE","longhair","None","FALSE","prime"
"A702124","Clara","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Brown Tabby",TRUE,"730","TRUE","2015","07","18","13","05","7","TRUE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A693216","","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Brown Tabby",TRUE,"365","FALSE","2014","12","05","09","00","6","FALSE","Intact","Female","morning","TRUE","TRUE","shorthair","None","FALSE","junior"
"A710445","Ming","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Brown Tabby/White",TRUE,"120","TRUE","2015","09","06","19","00","1","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A683431","","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Tortie",TRUE,"21","FALSE","2014","07","11","19","09","6","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A690909","","Euthanasia","Cat","Intact Female","Domestic Shorthair Mix","Blue Tabby",TRUE,"3285","FALSE","2014","10","30","12","21","5","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","mature"
"A690138","Dustin","Adoption","Cat","Neutered Male","Manx Mix","Blue Tabby",TRUE,"90","TRUE","2014","12","26","11","51","6","FALSE","Neutered","Male","morning","TRUE","FALSE","None","manx","TRUE","kitten"
"A678522","Lincoln","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Cream Tabby",TRUE,"60","TRUE","2014","06","22","17","24","1","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A688665","Petra","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Black/White",TRUE,"1095","TRUE","2014","10","19","15","26","1","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A703669","Georgia","Transfer","Cat","Spayed Female","Domestic Shorthair Mix","Brown Tabby/White",TRUE,"730","TRUE","2015","09","20","14","00","1","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A689935","Happy","Return_to_owner","Cat","Spayed Female","Domestic Shorthair Mix","Brown Tabby/White",TRUE,"60","TRUE","2014","10","15","19","06","4","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A697471","Neo","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Orange Tabby",TRUE,"120","TRUE","2015","02","28","17","18","7","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A707612","Sebastian","Adoption","Cat","Intact Male","Domestic Shorthair Mix","Orange Tabby/White",TRUE,"60","TRUE","2015","07","31","12","56","6","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A711320","Wesley","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Black",TRUE,"60","TRUE","2015","11","29","19","15","1","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A684867","","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Brown Tabby",TRUE,"21","FALSE","2014","07","29","19","10","3","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A684666","Lacey","Adoption","Cat","Spayed Female","Domestic Medium Hair Mix","Blue",TRUE,"3650","TRUE","2014","09","20","12","39","7","TRUE","Spayed","Female","afternoon","TRUE","TRUE","mediumhair","None","FALSE","mature"
"A687534","","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Black/White",TRUE,"365","FALSE","2014","09","07","09","00","1","TRUE","Intact","Female","morning","TRUE","TRUE","shorthair","None","FALSE","junior"
"A684372","Pinochle","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Calico",TRUE,"60","TRUE","2014","08","02","19","05","7","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A679921","Smokey","Return_to_owner","Cat","Neutered Male","Russian Blue Mix","Blue",TRUE,"120","TRUE","2014","08","28","17","19","5","FALSE","Neutered","Male","afternoon","TRUE","FALSE","None","russianblue","TRUE","kitten"
"A689944","Zeppelin","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Black",TRUE,"60","TRUE","2014","10","19","13","01","1","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A706094","","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Blue Tabby/White",TRUE,"365","FALSE","2015","06","25","09","00","5","FALSE","Intact","Female","morning","TRUE","TRUE","shorthair","None","FALSE","junior"
"A678503","Europa","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Brown Tabby/White",TRUE,"30","TRUE","2014","05","14","15","09","4","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A704018","","Transfer","Cat","Unknown Unknown","Domestic Shorthair Mix","Black/White",TRUE,"3","FALSE","2015","05","31","17","12","1","TRUE","Unknown","Unknown","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A691959","","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","White/Black",TRUE,"60","FALSE","2014","12","06","19","12","7","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A675234","Janine","Adoption","Cat","Spayed Female","Siamese Mix","Blue Point",TRUE,"1460","TRUE","2014","03","30","17","44","1","TRUE","Spayed","Female","afternoon","TRUE","FALSE","None","siamese","TRUE","prime"
"A666550","","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Torbie",TRUE,"1825","FALSE","2013","11","08","14","48","6","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A703326","","Transfer","Cat","Unknown Unknown","Domestic Shorthair Mix","Brown Tabby/White",TRUE,"28","FALSE","2015","05","23","15","44","7","TRUE","Unknown","Unknown","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A678260","","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Blue Tabby",TRUE,"5475","FALSE","2014","05","14","15","30","4","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","geriatric"
"A686495","Olivia","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Black",TRUE,"150","TRUE","2014","09","09","18","17","3","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A713343","Greenbean","Adoption","Cat","Spayed Female","Domestic Medium Hair Mix","Blue Smoke",TRUE,"60","TRUE","2015","11","20","17","54","6","FALSE","Spayed","Female","afternoon","TRUE","TRUE","mediumhair","None","FALSE","kitten"
"A672201","Oreo","Return_to_owner","Cat","Neutered Male","Domestic Shorthair Mix","Black/White",TRUE,"1095","TRUE","2014","02","05","16","56","4","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A675425","Charcoal","Transfer","Cat","Intact Female","Domestic Medium Hair Mix","Black Smoke",TRUE,"30","TRUE","2014","03","28","11","44","6","FALSE","Intact","Female","morning","TRUE","TRUE","mediumhair","None","FALSE","kitten"
"A669014","Pinky","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Blue Tabby",TRUE,"2555","TRUE","2013","12","22","23","37","1","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","mature"
"A686329","","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Black/White",TRUE,"28","FALSE","2014","08","20","17","11","4","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A698213","Mitzy","Adoption","Cat","Spayed Female","Domestic Longhair","White/Orange",TRUE,"3285","TRUE","2015","03","13","17","36","6","FALSE","Spayed","Female","afternoon","FALSE","TRUE","longhair","None","FALSE","mature"
"A711743","","Transfer","Cat","Unknown Unknown","Domestic Shorthair Mix","Blue Tabby/White",TRUE,"365","FALSE","2015","09","12","09","00","7","TRUE","Unknown","Unknown","morning","TRUE","TRUE","shorthair","None","FALSE","junior"
"A708759","Olson","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Orange Tabby",TRUE,"30","TRUE","2015","08","05","16","10","4","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A290917","Sweet Pea","Transfer","Cat","Spayed Female","Domestic Longhair Mix","Orange Tabby/White",TRUE,"4015","TRUE","2014","07","08","14","46","3","FALSE","Spayed","Female","afternoon","TRUE","TRUE","longhair","None","FALSE","senior"
"A686620","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Black",TRUE,"4","FALSE","2014","08","24","15","41","1","TRUE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A686409","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Blue",TRUE,"120","FALSE","2014","08","22","09","00","6","FALSE","Intact","Male","morning","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A710982","","Transfer","Cat","Unknown Unknown","Domestic Shorthair Mix","Orange Tabby",TRUE,"21","FALSE","2015","08","31","13","36","2","FALSE","Unknown","Unknown","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A702092","Patrick","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Cream Tabby",TRUE,"60","TRUE","2015","06","23","07","38","3","FALSE","Neutered","Male","morning","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A687147","","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Black",TRUE,"60","FALSE","2014","09","08","19","00","2","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A667087","","Transfer","Cat","Intact Female","Domestic Shorthair","Torbie",TRUE,"365","FALSE","2013","11","13","16","00","4","FALSE","Intact","Female","afternoon","FALSE","TRUE","shorthair","None","FALSE","junior"
"A695212","","Euthanasia","Cat","Intact Female","Domestic Shorthair Mix","Orange Tabby",TRUE,"4380","FALSE","2015","01","14","10","14","4","FALSE","Intact","Female","morning","TRUE","TRUE","shorthair","None","FALSE","senior"
"A687363","","Transfer","Cat","Intact Male","Domestic Shorthair","White/Blue Tabby",TRUE,"365","FALSE","2014","09","06","09","00","7","TRUE","Intact","Male","morning","FALSE","TRUE","shorthair","None","FALSE","junior"
"A713830","Alice","Adoption","Cat","Intact Female","Domestic Shorthair Mix","Blue Tabby",TRUE,"90","TRUE","2015","12","16","16","37","4","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A703119","","Transfer","Cat","Unknown Unknown","Domestic Shorthair Mix","Black/White",TRUE,"21","FALSE","2015","05","20","18","59","4","FALSE","Unknown","Unknown","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A686783","","Transfer","Cat","Neutered Male","Domestic Longhair Mix","Black",TRUE,"1460","FALSE","2014","09","06","09","00","7","TRUE","Neutered","Male","morning","TRUE","TRUE","longhair","None","FALSE","prime"
"A663527","Taboo","Transfer","Cat","Spayed Female","Domestic Shorthair Mix","Tortie",TRUE,"1825","TRUE","2013","10","10","16","58","5","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A708498","","Died","Cat","Intact Female","Domestic Shorthair Mix","Black",TRUE,"14","FALSE","2015","08","29","07","49","7","TRUE","Intact","Female","morning","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A667218","","Transfer","Cat","Spayed Female","Domestic Shorthair Mix","Calico",TRUE,"730","FALSE","2014","03","19","15","37","4","FALSE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","prime"
"A677351","","Transfer","Cat","Spayed Female","Domestic Shorthair","Tortie",TRUE,"365","FALSE","2014","04","28","12","19","2","FALSE","Spayed","Female","afternoon","FALSE","TRUE","shorthair","None","FALSE","junior"
"A716946","Aloisius","Adoption","Cat","Spayed Female","Domestic Medium Hair Mix","Black/White",TRUE,"3285","TRUE","2016","01","09","11","23","7","TRUE","Spayed","Female","morning","TRUE","TRUE","mediumhair","None","FALSE","mature"
"A668564","","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Orange Tabby",TRUE,"60","FALSE","2013","12","10","17","27","3","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A680872","Johnny","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Orange Tabby/White",TRUE,"60","TRUE","2014","08","17","13","39","1","TRUE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A684002","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Orange Tabby/White",TRUE,"21","FALSE","2014","07","18","18","25","6","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A711539","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Brown Tabby/White",TRUE,"120","FALSE","2015","09","09","09","00","4","FALSE","Intact","Male","morning","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A690248","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Orange Tabby",TRUE,"21","FALSE","2014","10","16","18","33","5","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A689983","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Black/White",TRUE,"365","FALSE","2014","10","13","09","00","2","FALSE","Intact","Male","morning","TRUE","TRUE","shorthair","None","FALSE","junior"
"A680448","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Blue Tabby",TRUE,"3","FALSE","2014","06","03","11","08","3","FALSE","Intact","Male","morning","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A711336","","Transfer","Cat","Unknown Unknown","Domestic Shorthair Mix","Brown Tabby",TRUE,"21","FALSE","2015","09","05","14","05","7","TRUE","Unknown","Unknown","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A708868","Ziggy","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Brown Tabby/White",TRUE,"90","TRUE","2015","08","14","17","28","6","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A710316","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Brown Tabby",TRUE,"21","FALSE","2015","08","21","15","12","6","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A678053","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Black Smoke",TRUE,"21","FALSE","2014","05","03","16","15","7","TRUE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A678720","Patches","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","Black/White",TRUE,"60","TRUE","2014","05","16","18","59","6","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A701312","Darry","Transfer","Cat","Intact Male","Domestic Medium Hair Mix","Brown Tabby",TRUE,"60","TRUE","2015","05","25","13","52","2","FALSE","Intact","Male","afternoon","TRUE","TRUE","mediumhair","None","FALSE","kitten"
"A710279","Mr. Fluffers","Adoption","Cat","Neutered Male","Domestic Shorthair Mix","White/Orange Tabby",TRUE,"60","TRUE","2015","08","24","18","33","2","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A687403","","Transfer","Cat","Intact Male","Domestic Shorthair Mix","Black/White",TRUE,"21","FALSE","2014","09","04","13","29","5","FALSE","Intact","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A675524","Shade","Adoption","Cat","Spayed Female","Siamese Mix","Lynx Point",TRUE,"1095","TRUE","2014","04","06","16","57","1","TRUE","Spayed","Female","afternoon","TRUE","FALSE","None","siamese","TRUE","prime"
"A668954","","Euthanasia","Cat","Unknown Unknown","Domestic Shorthair Mix","Blue Tabby/White",TRUE,"30","FALSE","2013","12","12","18","41","5","FALSE","Unknown","Unknown","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A678664","Gloria","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Black",TRUE,"365","TRUE","2014","10","04","12","17","7","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","junior"
"A698822","","Transfer","Cat","Unknown Unknown","Domestic Shorthair Mix","Black",TRUE,"1","FALSE","2015","03","18","15","43","4","FALSE","Unknown","Unknown","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A717050","Neko","Adoption","Cat","Spayed Female","Siamese Mix","Seal Point",TRUE,"4015","TRUE","2015","12","16","12","34","4","FALSE","Spayed","Female","afternoon","TRUE","FALSE","None","siamese","TRUE","senior"
"A692383","Gobble","Transfer","Cat","Neutered Male","Domestic Shorthair Mix","Black/White",TRUE,"60","TRUE","2014","11","25","14","01","3","FALSE","Neutered","Male","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A706564","Nicky","Transfer","Cat","Neutered Male","Domestic Shorthair Mix","Black",TRUE,"90","TRUE","2015","07","02","00","00","5","FALSE","Neutered","Male","night","TRUE","TRUE","shorthair","None","FALSE","kitten"
"A670547","Mint","Adoption","Cat","Spayed Female","Domestic Shorthair Mix","Brown Tabby/White",TRUE,"300","TRUE","2014","02","02","14","36","1","TRUE","Spayed","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","junior"
"A676074","Fritz","Transfer","Cat","Intact Female","Domestic Shorthair Mix","Black/White",TRUE,"120","TRUE","2014","04","10","14","11","5","FALSE","Intact","Female","afternoon","TRUE","TRUE","shorthair","None","FALSE","kitten"
